dieturn_id,image,conf,src_px,is_representative
dt_wsqqvs6d4,TPS_00563,0.9517,"645.0,610.0;686.9,535.6;645.0,512.0;603.0,586.4",True
dt_wsqqm5gu7,TPS_01303,0.9517,"760.1,473.4;775.9,438.2;740.6,422.4;724.9,457.6",True
dt_wsqqv65dk,TPS_00272,0.9516,"301.3,381.9;296.7,347.7;232.1,356.2;236.6,390.4",True
dt_wsqqt6cvv,TPS_00321,0.9516,"879.3,499.6;871.2,436.2;828.6,441.6;836.7,505.0",True
dt_wsqqt0upj,TPS_00156,0.9514,"667.5,346.3;651.3,258.3;604.8,266.8;621.0,354.8",True
dt_wsqqt3tv4,TPS_01492,0.9514,"473.4,759.1;472.3,720.4;369.6,723.3;370.7,762.0",True
dt_wsqqt3tv4,TPS_01491,0.9513,"985.4,759.1;984.3,720.4;881.6,723.3;882.7,762.0",False
dt_wsqqtc3fe,TPS_00077,0.9513,"763.4,414.1;761.3,362.0;720.2,363.6;722.2,415.7",True
dt_wsqqqj15u,TPS_00298,0.9512,"589.2,795.1;587.8,758.4;516.1,761.1;517.5,797.8",True
dt_wsqqwd574,TPS_00896,0.9512,"729.4,381.6;674.6,304.7;642.3,327.8;697.0,404.6",True
dt_wsqqmfjru,TPS_02511,0.9512,"337.8,677.1;289.0,630.9;264.1,657.3;312.8,703.5",True
dt_wsqqwd9mk,TPS_00752,0.9511,"327.5,584.0;288.5,521.3;259.1,539.7;298.0,602.3",True
dt_wsqqtq6sg,TPS_00151,0.9509,"241.4,651.5;245.8,571.3;205.6,569.1;201.2,649.3",True
dt_wsqqwg7t1,TPS_01003,0.9509,"392.1,576.1;398.8,515.8;366.7,512.2;360.0,572.5",True
dt_wsqqt7s6d,TPS_02520,0.9509,"702.6,289.9;701.6,249.9;615.4,252.1;616.4,292.1",True
dt_wsqqt7s6d,TPS_02521,0.9509,"190.6,545.9;189.6,505.9;103.4,508.1;104.4,548.1",False
dt_wsqqmh1zj,TPS_01128,0.9508,"606.8,254.8;621.9,218.1;568.9,196.4;553.9,233.1",True
dt_wsqqkzzn4,TPS_00774,0.9507,"396.4,708.3;415.0,637.7;379.3,628.3;360.7,698.9",True
dt_wsqqmk3xf,TPS_01654,0.9507,"404.9,634.4;415.1,575.8;387.9,571.0;377.7,629.7",True
dt_wsqqt3wtg,TPS_01521,0.9506,"543.6,499.7;541.8,462.0;474.1,465.4;476.0,503.1",True
dt_wsqqmu30v,TPS_00588,0.9505,"387.9,526.6;388.0,457.4;348.4,457.3;348.3,526.6",True
dt_wsqqmxcwp,TPS_00700,0.9504,"722.0,439.8;725.5,361.0;687.7,359.3;684.2,438.1",True
dt_wsqqtbt1c,TPS_01118,0.9504,"934.7,216.7;934.3,178.7;834.2,179.7;834.6,217.7",True
dt_wsqqtbt1c,TPS_01119,0.9502,"422.6,728.7;422.2,690.7;322.1,691.7;322.5,729.7",False
dt_wsqqqjxuj,TPS_02416,0.9503,"606.2,572.9;604.2,542.4;555.5,545.6;557.5,576.1",True
dt_wsqqjwx7q,TPS_00271,0.9502,"446.4,331.8;424.4,265.5;387.1,277.9;409.1,344.1",True
dt_wsqqu8pyh,TPS_01093,0.9502,"298.5,809.9;302.4,772.3;254.5,767.3;250.6,805.0",True
dt_wsqqtfkmz,TPS_00093,0.9501,"549.3,435.1;551.8,397.8;451.9,391.2;449.4,428.5",True
dt_wsqqqx6hv,TPS_00335,0.95,"416.5,413.8;415.6,377.5;315.7,379.7;316.6,416.1",True
dt_wsqqtveur,TPS_00525,0.95,"752.1,639.4;749.0,598.2;684.4,603.1;687.5,644.3",True
dt_wsqqmre19,TPS_00114,0.9499,"856.7,621.7;876.3,548.4;841.2,539.0;821.5,612.2",True
dt_wsqqmxk14,TPS_00601,0.9499,"454.2,173.4;452.9,138.5;371.8,141.6;373.1,176.5",True
dt_wsqqqrw5u,TPS_00723,0.9499,"600.0,706.4;581.8,676.4;527.1,709.6;545.3,739.6",True
dt_wsqqt889c,TPS_00715,0.9497,"661.0,691.1;659.4,656.5;593.4,659.6;595.0,694.2",True
dt_wsqqksz3j,TPS_00186,0.9496,"836.2,573.8;879.8,506.8;849.2,486.9;805.7,553.9",True
dt_wsqqmqn39,TPS_00047,0.9495,"587.5,604.6;603.2,540.6;569.8,532.4;554.1,596.4",True
dt_wsqqm5v9h,TPS_00491,0.9495,"799.3,621.3;782.8,559.6;749.9,568.4;766.4,630.1",True
dt_wsqqq52fn,TPS_00641,0.9495,"712.3,498.4;687.8,469.4;657.9,494.7;682.4,523.7",True
dt_wsqqmx3rj,TPS_00003,0.9494,"396.4,16.4;398.2,-1.6;367.1,-4.6;365.4,13.3",True
dt_wsqqmk1f0,TPS_00106,0.9494,"331.1,378.3;310.7,345.1;224.6,397.8;244.9,431.0",True
dt_wsqqt557w,TPS_00354,0.9494,"174.4,720.3;176.6,629.7;138.6,628.8;136.4,719.3",True
dt_wsqqmfcjz,TPS_01216,0.9494,"995.5,659.9;994.7,622.1;927.0,623.7;927.8,661.5",True
dt_wsqqmfcjz,TPS_02516,0.9466,"483.2,403.9;482.3,366.1;414.9,367.7;415.8,405.5",False
dt_wsqqw2fxk,TPS_00027,0.9493,"588.9,759.8;584.5,724.4;502.7,734.7;507.1,770.0",True
dt_wsqqw69ej,TPS_02488,0.9493,"128.1,953.0;123.6,917.7;69.1,924.6;73.6,959.9",True
dt_wsqqw69ej,TPS_02490,0.9487,"896.1,696.9;891.6,661.7;837.1,668.6;841.6,703.9",False
dt_wsqqw69ej,TPS_02491,0.9485,"384.1,440.9;379.6,405.7;325.1,412.6;329.6,447.9",False
dt_wsqqnmt6f,TPS_00217,0.9492,"406.5,590.1;418.6,513.2;381.0,507.2;368.8,584.1",True
dt_wsqqtfqfs,TPS_02437,0.9491,"305.5,577.4;315.0,499.1;280.8,494.9;271.3,573.3",True
dt_wsqqmzct1,TPS_00629,0.949,"377.7,436.4;378.1,392.7;274.9,391.7;274.5,435.3",True
dt_wsqqjtzk6,TPS_00084,0.9489,"217.4,169.0;226.5,131.8;159.5,115.4;150.4,152.6",True
dt_wsqqxhqqz,TPS_00109,0.9489,"195.0,503.2;224.6,451.6;194.4,434.3;164.8,485.9",True
dt_wsqqwfhh0,TPS_00856,0.9489,"332.1,620.5;298.3,540.2;256.2,558.0;290.0,638.2",True
dt_wsqqjzrv7,TPS_00232,0.9488,"492.5,455.4;503.3,418.0;453.9,403.7;443.0,441.1",True
dt_wsqqw2132,TPS_00009,0.9486,"585.2,257.0;576.4,208.5;494.9,223.3;503.7,271.8",True
dt_wsqqumr8f,TPS_00860,0.9486,"473.1,880.8;474.2,843.9;410.5,842.1;409.4,878.9",True
dt_wsqqumr8f,TPS_01817,0.9466,"985.1,624.8;986.2,587.9;922.5,586.1;921.4,622.9",False
dt_wsqqqpgsv,TPS_02475,0.9485,"630.4,775.4;628.5,721.3;532.7,724.6;534.6,778.7",True
dt_wsqqqpgsv,TPS_02476,0.9479,"886.4,263.4;884.5,209.2;788.7,212.6;790.6,266.7",False
dt_wsqqt5wgm,TPS_02526,0.9485,"393.4,817.5;393.2,785.3;307.9,786.0;308.1,818.2",True
dt_wsqqt5wgm,TPS_02525,0.9479,"905.5,305.5;905.2,273.3;819.9,274.1;820.2,306.2",False
dt_wsqqt5wgm,TPS_01225,0.9016,"138.0,49.0;137.1,15.8;49.3,18.2;50.2,51.3",False
dt_wsqqvs13q,TPS_00946,0.9484,"193.4,534.7;221.2,492.3;189.0,471.2;161.2,513.7",True
dt_wsqqt5ng5,TPS_00322,0.9483,"212.7,563.7;212.9,485.2;175.5,485.1;175.4,563.6",True
dt_wsqqtf1dj,TPS_00442,0.9483,"379.5,441.1;378.9,389.2;347.5,389.6;348.1,441.4",True
dt_wsqqtdkz8,TPS_00611,0.9483,"591.8,439.3;591.7,374.0;555.1,374.0;555.2,439.3",True
dt_wsqqtr30t,TPS_00767,0.9482,"410.8,724.4;367.4,681.4;341.1,707.8;384.5,750.9",True
dt_wsqqwd675,TPS_00817,0.9482,"529.1,674.7;485.2,608.2;456.3,627.3;500.2,693.8",True
dt_wsqqmrcgs,TPS_00874,0.9482,"868.6,112.5;869.7,73.5;787.8,71.3;786.8,110.4",True
dt_wsqqmrcgs,TPS_00724,0.9473,"356.6,624.5;357.6,585.4;275.8,583.3;274.8,622.4",False
dt_wsqqw07px,TPS_02452,0.9482,"754.8,648.1;759.6,557.0;716.5,554.8;711.8,645.8",True
dt_wsqqmw3tg,TPS_00015,0.9481,"783.6,525.3;781.3,455.8;740.0,457.2;742.4,526.7",True
dt_wsqqkuxj2,TPS_00925,0.9481,"793.6,867.4;801.8,834.3;749.1,821.3;740.9,854.4",True
dt_wsqqtdrmf,TPS_01195,0.9479,"699.4,389.4;697.6,351.2;626.2,354.6;628.0,392.9",True
dt_wsqqqxmdu,TPS_00336,0.9478,"301.5,754.4;340.6,660.7;297.4,642.8;258.4,736.5",True
dt_wsqqt9w5s,TPS_00647,0.9478,"560.4,887.5;560.3,849.2;507.1,849.4;507.2,887.7",True
dt_wsqqwe69j,TPS_00799,0.9478,"366.9,366.8;365.8,328.7;295.7,330.8;296.9,369.0",True
dt_wsqqucrtk,TPS_01124,0.9478,"828.9,483.2;828.1,406.0;780.5,406.5;781.4,483.7",True
dt_wsqqmxs88,TPS_02532,0.9478,"316.0,450.0;312.2,340.1;273.4,341.5;277.2,451.4",True
dt_wsqqmeg5s,TPS_00134,0.9477,"836.5,449.0;856.4,360.8;799.5,348.0;779.7,436.2",True
dt_wsqqt8x14,TPS_00625,0.9477,"470.2,664.6;468.3,623.0;363.8,627.7;365.7,669.3",True
dt_wsqqqpgs5,TPS_02476,0.9476,"769.1,529.7;768.2,428.6;730.8,429.0;731.6,530.0",True
dt_wsqqqpgs5,TPS_02475,0.8324,"511.4,1029.4;512.1,945.5;477.3,945.2;476.6,1029.1",False
dt_wsqqtm9x7,TPS_00141,0.9475,"203.2,570.8;233.9,503.2;200.0,487.8;169.3,555.4",True
dt_wsqqjwx63,TPS_00271,0.9475,"134.6,622.6;120.8,578.4;82.5,590.4;96.3,634.5",True
dt_wsqqwq16f,TPS_00499,0.9475,"684.3,637.4;692.3,600.1;604.9,581.2;596.9,618.6",True
dt_wsqqth5x0,TPS_01092,0.9475,"328.4,624.5;332.2,546.0;284.1,543.7;280.3,622.2",True
dt_wsqqqwenp,TPS_00662,0.9474,"486.8,442.4;469.1,412.0;431.6,433.8;449.3,464.2",True
dt_wsqqmz1xu,TPS_00101,0.9473,"820.0,827.8;816.2,785.8;727.3,793.7;731.0,835.7",True
dt_wsqqw213h,TPS_00009,0.9472,"835.1,329.0;827.1,247.0;773.4,252.2;781.4,334.3",True
dt_wsqqmzvkr,TPS_02509,0.9472,"253.5,399.7;255.1,313.8;207.1,312.9;205.5,398.8",True
dt_wsqqmzvkr,TPS_01210,0.9422,"765.6,143.8;767.1,57.6;718.9,56.7;717.5,143.0",False
dt_wsqqte1zw,TPS_00076,0.9471,"685.5,554.8;684.8,490.4;647.9,490.8;648.6,555.2",True
dt_wsqqjtzk1,TPS_00084,0.9471,"110.0,276.1;122.5,226.7;86.7,217.6;74.2,267.0",True
dt_wsqqtb98z,TPS_00445,0.9471,"1028.2,775.7;1026.6,731.8;1001.5,732.7;1003.1,776.6",True
dt_wsqqmk0b6,TPS_00264,0.9469,"490.1,366.4;482.3,331.6;373.5,355.9;381.2,390.7",True
dt_wsqqt16pd,TPS_01584,0.9468,"695.0,541.5;696.1,478.1;663.9,477.5;662.8,540.9",True
dt_wsqqmwj26,TPS_00072,0.9467,"463.0,738.7;462.1,701.2;397.9,702.7;398.8,740.1",True
dt_wsqqmg9jj,TPS_00131,0.9467,"386.3,440.6;389.6,402.2;292.5,393.8;289.2,432.2",True
dt_wsqqtd1du,TPS_00250,0.9467,"306.3,699.4;304.3,656.6;268.4,658.2;270.3,701.0",True
dt_wsqqte3ww,TPS_00459,0.9467,"177.3,919.7;177.9,859.5;135.8,859.1;135.2,919.2",True
dt_wsqqqn8ju,TPS_00583,0.9466,"620.9,284.4;620.0,244.2;507.0,246.5;507.8,286.7",True
dt_wsqqt5r5e,TPS_00690,0.9466,"723.8,428.5;723.1,361.6;685.5,362.0;686.2,428.9",True
dt_wsqqt9hdt,TPS_01441,0.9466,"613.4,347.2;619.5,269.3;575.8,265.9;569.7,343.7",True
dt_wsqqt6d1v,TPS_00049,0.9465,"651.9,343.1;656.4,257.9;613.1,255.6;608.6,340.8",True
dt_wsqqtq6y5,TPS_00151,0.9464,"780.5,231.1;775.2,176.8;733.3,180.9;738.6,235.2",True
dt_wsqqwnrbu,TPS_00967,0.9463,"559.1,471.1;577.4,418.0;542.6,406.0;524.3,459.1",True
dt_wsqqqkekv,TPS_01056,0.9463,"632.3,458.2;631.9,396.2;587.4,396.5;587.8,458.5",True
dt_wsqqt0y6t,TPS_00153,0.9462,"427.7,326.8;433.4,288.5;337.7,274.1;332.0,312.4",True
dt_wsqqqmpyn,TPS_00312,0.9462,"712.3,914.8;697.3,885.0;601.9,932.9;616.9,962.7",True
dt_wsqqwekzg,TPS_00800,0.9462,"232.6,533.2;211.4,494.8;157.9,524.3;179.1,562.7",True
dt_wsqqqq5w8,TPS_00636,0.946,"824.5,710.3;823.0,671.5;712.7,675.8;714.2,714.6",True
dt_wsqqq51qw,TPS_00666,0.946,"695.6,217.2;650.2,168.9;623.9,193.6;669.2,241.9",True
dt_wsqqtq477,TPS_00688,0.946,"239.3,240.2;257.3,173.4;221.5,163.7;203.4,230.5",True
dt_wsqqkvjw3,TPS_00916,0.9459,"594.4,408.1;646.0,330.8;615.5,310.4;563.9,387.7",True
dt_wsqqqxf69,TPS_00148,0.9458,"607.6,650.0;605.1,612.3;551.9,615.9;554.5,653.6",True
dt_wsqqkvj7g,TPS_01331,0.9457,"762.7,575.1;789.5,522.2;757.3,506.0;730.6,558.9",True
dt_wsqqmu91n,TPS_00614,0.9455,"405.7,731.7;408.3,666.0;371.8,664.6;369.3,730.2",True
dt_wsqqmsm73,TPS_01394,0.9455,"612.5,588.1;614.1,522.0;585.9,521.4;584.3,587.4",True
dt_wsqqmd19g,TPS_00102,0.9454,"1016.7,596.3;989.9,565.0;914.7,629.2;941.5,660.5",True
dt_wsqqt9wj7,TPS_00647,0.9453,"533.1,383.0;531.2,345.5;478.0,348.3;480.0,385.8",True
dt_wsqqt0564,TPS_00082,0.9452,"727.2,812.6;724.8,759.1;663.8,762.0;666.3,815.5",True
dt_wsqqt89e9,TPS_00136,0.9452,"430.0,246.9;429.1,202.7;319.4,204.9;320.3,249.1",True
dt_wsqqt89e9,TPS_00136,0.9228,"434.0,246.7;432.9,202.9;315.6,205.8;316.7,249.6",False
dt_wsqqwg0je,TPS_00819,0.9452,"759.3,591.1;761.1,530.2;721.7,529.0;719.8,589.9",True
dt_wsqqwcn7k,TPS_00845,0.9452,"359.5,390.9;343.1,358.9;255.5,403.7;271.9,435.7",True
dt_wsqqt7d6s,TPS_00044,0.945,"829.1,550.4;827.3,466.4;771.7,467.5;773.5,551.6",True
dt_wsqqkssuy,TPS_00964,0.945,"720.6,666.4;697.6,637.3;651.7,673.6;674.8,702.7",True
dt_wsqqt0fju,TPS_01582,0.945,"580.5,398.7;577.2,365.7;514.3,371.9;517.6,404.9",True
dt_wsqqksztc,TPS_01059,0.9449,"365.6,463.2;395.1,402.9;358.3,384.9;328.8,445.2",True
dt_wsqqjxtbx,TPS_00507,0.9447,"768.4,485.7;751.9,444.6;720.5,457.2;737.0,498.3",True
dt_wsqqt1w9q,TPS_00144,0.9446,"185.2,582.4;185.1,482.1;148.7,482.1;148.8,582.4",True
dt_wsqqt68b8,TPS_00783,0.9445,"624.4,620.3;624.0,582.1;520.5,583.1;520.9,621.3",True
dt_wsqqt68b8,TPS_00783,0.5527,"629.0,620.9;628.3,581.6;516.2,583.5;516.8,622.7",False
dt_wsqqkty6u,TPS_00930,0.9445,"289.2,502.5;314.8,466.0;286.7,446.3;261.1,482.8",True
dt_wsqqmrdc7,TPS_00114,0.9444,"455.5,706.4;480.4,612.2;442.9,602.3;418.0,696.5",True
dt_wsqqmvpvb,TPS_00038,0.9443,"324.1,273.1;321.4,224.7;221.4,230.2;224.1,278.6",True
dt_wsqqwbyxb,TPS_00162,0.9441,"305.5,607.9;270.8,532.1;232.6,549.6;267.4,625.4",True
dt_wsqqmebtg,TPS_00531,0.9441,"514.2,325.8;516.0,291.0;445.3,287.5;443.5,322.3",True
dt_wsqqmrccv,TPS_00874,0.9441,"872.3,622.4;875.8,583.5;809.4,577.6;805.9,616.5",True
dt_wsqqtf9uv,TPS_00247,0.944,"635.5,510.0;635.5,446.7;601.2,446.7;601.1,510.0",True
dt_wsqqmnzxb,TPS_00495,0.944,"816.1,765.5;836.5,695.0;801.1,684.7;780.7,755.2",True
dt_wsqqmnzxb,TPS_00949,0.9424,"816.1,253.4;836.4,183.0;801.1,172.8;780.8,243.2",False
dt_wsqqt577n,TPS_00804,0.9439,"206.2,577.3;208.1,510.0;172.2,509.0;170.3,576.3",True
dt_wsqqmppqz,TPS_00036,0.9437,"244.5,585.6;266.0,506.4;231.5,497.0;210.0,576.2",True
dt_wsqqkv0j7,TPS_00184,0.9437,"552.9,380.9;552.8,334.0;453.8,334.3;454.0,381.2",True
dt_wsqqnnb2c,TPS_00418,0.9437,"620.6,569.3;644.2,538.0;619.7,519.5;596.1,550.7",True
dt_wsqqw0fu2,TPS_00441,0.9437,"583.5,279.3;557.7,232.4;475.3,277.7;501.1,324.6",True
dt_wsqqw0fu2,TPS_02442,0.7706,"67.9,537.2;43.3,491.8;-19.4,525.8;5.2,571.1",False
dt_wsqqsbr8c,TPS_00991,0.9437,"598.2,697.7;600.8,660.9;558.3,657.9;555.7,694.7",True
dt_wsqqtdcsv,TPS_01112,0.9435,"658.7,814.1;657.1,765.0;621.3,766.2;622.9,815.3",True
dt_wsqqw22pc,TPS_01184,0.9435,"142.5,239.1;141.2,202.9;51.6,206.2;52.9,242.3",True
dt_wsqqw22pc,TPS_02472,0.9429,"910.5,239.1;909.2,202.9;819.6,206.2;820.9,242.4",False
dt_wsqqmnxpw,TPS_00124,0.9434,"698.4,540.7;716.7,468.7;680.7,459.6;662.4,531.6",True
dt_wsqqwnd99,TPS_00867,0.9434,"392.3,261.6;400.7,231.3;351.2,217.5;342.7,247.7",True
dt_wsqqkzzjs,TPS_00774,0.9433,"583.0,789.6;589.9,751.7;514.7,738.2;507.9,776.1",True
dt_wsqqwnrb1,TPS_00967,0.9432,"328.7,656.0;349.3,613.2;316.9,597.7;296.4,640.5",True
dt_wsqqqn402,TPS_00127,0.9431,"565.0,201.5;552.7,113.5;511.6,119.3;523.9,207.2",True
dt_wsqqt5s7w,TPS_00466,0.9431,"455.3,465.9;455.5,426.9;371.8,426.4;371.6,465.4",True
dt_wsqqmrz5d,TPS_00325,0.943,"177.7,889.1;123.2,800.1;92.9,818.7;147.4,907.7",True
dt_wsqqwsc8f,TPS_01282,0.943,"467.7,697.0;484.3,665.6;407.6,625.2;391.0,656.6",True
dt_wsqqqjxu8,TPS_02416,0.943,"302.4,490.1;301.6,424.5;265.9,425.0;266.8,490.5",True
dt_wsqqw0e2c,TPS_02452,0.943,"909.4,265.2;908.1,228.4;803.7,232.0;804.9,268.7",True
dt_wsqqw0e2c,TPS_02451,0.9416,"653.5,777.2;652.3,740.4;547.7,743.9;548.9,780.7",False
dt_wsqqw0e2c,TPS_02451,0.9316,"657.5,778.0;656.5,741.5;543.2,744.5;544.2,781.0",False
dt_wsqqw0e2c,TPS_02452,0.9283,"913.5,265.9;912.5,229.4;799.2,232.5;800.2,269.0",False
dt_wsqqksq69,TPS_01725,0.9428,"872.2,819.8;916.1,716.9;880.9,701.9;837.0,804.7",True
dt_wsqqksq69,TPS_00185,0.9403,"360.2,563.7;403.9,461.1;368.8,446.1;325.0,548.7",False
dt_wsqqt3dhe,TPS_00143,0.9427,"268.9,656.8;274.4,572.9;214.9,569.1;209.5,653.0",True
dt_wsqqmhz7h,TPS_01096,0.9427,"350.4,710.0;314.9,655.0;282.4,676.0;317.8,731.0",True
dt_wsqqmfesv,TPS_00675,0.9425,"393.1,391.6;333.9,328.7;305.5,355.4;364.8,418.3",True
dt_wsqqqpzq4,TPS_01229,0.9424,"966.2,933.1;953.4,856.0;914.3,862.5;927.1,939.6",True
dt_wsqqqpzq4,TPS_02543,0.9389,"198.2,933.0;185.4,855.9;146.3,862.4;159.0,939.5",False
dt_wsqqqpzq4,TPS_02544,0.9371,"454.3,421.0;441.5,343.8;402.2,350.3;415.0,427.5",False
dt_wsqqx2w4q,TPS_00862,0.9423,"688.5,617.7;703.9,561.1;672.0,552.3;656.5,608.9",True
dt_wsqqmjdf2,TPS_00103,0.9422,"588.0,71.1;596.9,-8.0;558.6,-12.3;549.7,66.8",True
dt_wsqqmprtn,TPS_00725,0.9422,"147.3,98.9;167.1,23.3;127.4,12.9;107.6,88.5",True
dt_wsqqmprtn,TPS_01533,0.9276,"659.5,611.0;679.3,535.0;639.4,524.5;619.5,600.5",False
dt_wsqqwgthn,TPS_01001,0.9422,"677.5,837.7;676.1,795.6;616.2,797.7;617.6,839.8",True
dt_wsqqt0q59,TPS_00729,0.9421,"640.4,732.4;647.1,695.8;568.3,681.3;561.5,717.9",True
dt_wsqqt0d5w,TPS_01586,0.9421,"474.4,240.7;470.5,204.4;410.2,211.0;414.2,247.3",True
dt_wsqqwfbj6,TPS_00818,0.942,"671.0,435.3;696.8,361.0;648.2,344.1;622.3,418.3",True
dt_wsqqv4q2e,TPS_01086,0.9415,"482.2,647.3;442.8,614.5;420.1,641.7;459.6,674.5",True
dt_wsqqmfjjj,TPS_02512,0.9415,"660.5,511.7;679.8,480.2;619.4,443.4;600.2,474.9",True
dt_wsqqmfjjj,TPS_01213,0.931,"660.9,1024.2;680.3,992.4;619.1,955.1;599.7,986.9",False
dt_wsqqmf4p2,TPS_00314,0.9414,"805.7,572.3;787.2,547.7;731.9,589.3;750.4,613.9",True
dt_wsqqtpzm2,TPS_00958,0.9414,"875.0,694.3;848.2,654.0;781.7,698.3;808.5,738.6",True
dt_wsqqt41uc,TPS_01636,0.9414,"396.2,689.4;392.0,623.9;353.8,626.3;358.0,691.9",True
dt_wsqqmg9h5,TPS_00131,0.9412,"234.2,773.2;239.4,689.8;192.3,686.9;187.2,770.3",True
dt_wsqqtfc9z,TPS_00248,0.9411,"246.2,627.3;250.4,548.8;209.3,546.6;205.1,625.1",True
dt_wsqqm6umf,TPS_00645,0.9411,"420.1,373.1;418.4,281.8;377.3,282.6;379.0,373.9",True
dt_wsqqw07yb,TPS_02454,0.9411,"610.5,296.4;608.2,242.6;518.5,246.3;520.7,300.1",True
dt_wsqqw07yb,TPS_02453,0.9407,"98.4,808.3;96.1,754.6;6.5,758.6;8.9,812.2",False
dt_wsqqt5yyj,TPS_00687,0.9409,"362.1,631.8;362.6,580.8;328.2,580.5;327.7,631.5",True
dt_wsqqt5yyj,TPS_00687,0.7348,"363.4,630.9;363.6,581.8;329.9,581.7;329.7,630.8",False
dt_wsqqtct7q,TPS_01116,0.9409,"742.2,220.2;738.3,184.7;647.9,194.6;651.8,230.1",True
dt_wsqqtct7q,TPS_02320,0.9408,"230.3,732.2;226.4,696.7;135.7,706.6;139.6,742.1",False
dt_wsqqmvzn7,TPS_00013,0.9407,"770.0,1009.1;769.4,961.5;668.0,962.9;668.7,1010.5",True
dt_wsqqkv2u6,TPS_01018,0.9406,"681.5,494.9;714.3,445.3;691.8,430.4;659.0,480.0",True
dt_wsqqkvkck,TPS_00070,0.9405,"363.6,497.5;346.4,463.4;249.7,512.2;267.0,546.3",True
dt_wsqqqxkk8,TPS_00149,0.9404,"329.0,264.2;325.0,227.6;251.1,235.6;255.1,272.2",True
dt_wsqqt345b,TPS_00344,0.9404,"307.7,509.7;311.5,446.7;275.1,444.5;271.4,507.5",True
dt_wsqqmvhvu,TPS_00005,0.9403,"29.7,514.9;34.7,422.4;-7.0,420.1;-12.1,512.7",True
dt_wsqqmync4,TPS_00013,0.9403,"212.0,214.6;210.8,169.5;87.0,172.8;88.2,217.8",True
dt_wsqqtd88s,TPS_00678,0.9402,"334.2,384.4;332.8,348.7;265.0,351.3;266.4,387.0",True
dt_wsqqmwsrs,TPS_00042,0.9399,"20.8,304.0;22.2,271.7;-3.0,270.6;-4.4,302.9",True
dt_wsqqt8dcy,TPS_00716,0.9398,"703.6,743.4;701.8,704.8;631.2,708.1;633.0,746.7",True
dt_wsqqqxjjm,TPS_00802,0.9397,"352.6,531.8;396.9,461.7;366.6,442.5;322.3,512.6",True
dt_wsqqmrp36,TPS_00007,0.9394,"403.1,116.8;401.5,41.0;365.9,41.8;367.5,117.5",True
dt_wsqqkuf18,TPS_00922,0.9394,"552.8,363.9;549.3,326.4;493.3,331.7;496.8,369.1",True
dt_wsqqkvv23,TPS_02427,0.9394,"374.8,402.2;357.2,370.6;278.5,414.5;296.1,446.1",True
dt_wsqqkvv23,TPS_00932,0.939,"630.7,914.2;613.1,882.6;534.6,926.5;552.2,958.0",False
dt_wsqqmx71b,TPS_00328,0.9391,"840.2,463.7;824.8,429.4;750.8,462.8;766.2,497.0",True
dt_wsqqt17xz,TPS_00712,0.939,"769.9,464.0;758.2,375.9;711.0,382.2;722.7,470.2",True
dt_wsqqxhqw5,TPS_00109,0.9387,"497.9,682.4;513.5,649.5;422.2,606.1;406.6,639.0",True
dt_wsqqksk42,TPS_00376,0.9387,"337.5,380.9;343.0,347.6;291.2,339.1;285.7,372.3",True
dt_wsqqt3dk6,TPS_00143,0.9386,"694.6,723.3;693.0,687.9;627.1,690.8;628.7,726.2",True
dt_wsqqmgdkt,TPS_00618,0.9386,"414.7,373.6;413.6,333.6;341.6,335.5;342.7,375.6",True
dt_wsqqmgdkt,TPS_01107,0.9346,"926.7,373.6;925.6,333.6;853.6,335.5;854.7,375.5",False
dt_wsqqted16,TPS_00459,0.9385,"956.3,102.8;960.1,5.1;905.9,2.9;902.0,100.6",True
dt_wsqqted16,TPS_02496,0.9353,"444.3,615.0;448.1,516.8;393.9,514.7;390.1,612.9",False
dt_wsqqwgtjt,TPS_01001,0.9385,"623.0,440.8;624.2,396.9;571.1,395.4;569.9,439.3",True
dt_wsqqt2dhm,TPS_00051,0.9384,"911.5,523.5;915.1,450.8;863.2,448.3;859.7,521.0",True
dt_wsqqtb81p,TPS_00626,0.9384,"523.9,693.8;523.3,657.6;465.4,658.5;466.0,694.8",True
dt_wsqqmeubc,TPS_00613,0.9383,"372.7,765.2;382.7,643.2;342.7,639.9;332.7,761.9",True
dt_wsqqkvubj,TPS_01151,0.9383,"566.3,548.0;629.2,457.1;598.0,435.5;535.1,526.4",True
dt_wsqqtcsgq,TPS_02319,0.9382,"958.0,516.4;964.6,426.6;906.9,422.3;900.3,512.1",True
dt_wsqqm5gsk,TPS_01303,0.9375,"306.9,443.8;329.8,407.8;307.6,393.6;284.6,429.7",True
dt_wsqqx905b,TPS_00166,0.9374,"598.1,243.3;611.0,201.2;548.1,181.9;535.2,224.0",True
dt_wsqqmeg40,TPS_00134,0.9373,"611.8,837.3;615.0,779.7;514.5,774.2;511.3,831.7",True
dt_wsqqkvyvd,TPS_00110,0.9372,"909.1,253.0;943.1,169.1;912.8,156.8;878.7,240.7",True
dt_wsqqx7ekf,TPS_00187,0.9372,"677.8,433.2;678.0,352.1;634.5,352.0;634.3,433.1",True
dt_wsqqmv1jx,TPS_00039,0.9371,"221.5,657.3;229.9,530.4;182.4,527.3;174.0,654.1",True
dt_wsqqv6597,TPS_00272,0.9371,"212.7,691.1;211.2,623.7;177.5,624.5;179.1,691.9",True
dt_wsqqkvm01,TPS_00070,0.937,"690.1,934.0;606.2,847.1;571.7,880.3;655.6,967.3",True
