dieturn_id,image,conf,src_px,is_representative
dt_wsqqt647m,TPS_00324,0.9626,"646.2,587.3;652.0,508.4;618.1,505.9;612.3,584.8",True
dt_wsqqm8t66,TPS_00113,0.9625,"191.2,416.4;176.0,385.4;115.1,415.1;130.2,446.2",True
dt_wsqqmv9mz,TPS_00549,0.9624,"785.7,606.3;788.0,538.9;749.6,537.6;747.3,605.0",True
dt_wsqqqpgez,TPS_02476,0.9624,"1027.0,557.5;1025.7,519.6;1004.3,520.4;1005.5,558.2",True
dt_wsqqq51br,TPS_00671,0.9623,"524.0,660.0;482.8,617.2;455.8,643.3;496.9,686.0",True
dt_wsqqt0q5g,TPS_00729,0.9622,"773.5,623.4;793.1,544.4;756.4,535.3;736.9,614.3",True
dt_wsqqv27sd,TPS_00890,0.9622,"713.2,758.8;704.0,724.4;620.3,746.7;629.4,781.2",True
dt_wsqqt0fjy,TPS_01582,0.9622,"720.9,449.0;715.2,382.6;680.3,385.6;686.1,452.0",True
dt_wsqqmf3b2,TPS_00314,0.9621,"260.1,319.5;302.0,267.1;278.2,248.0;236.3,300.4",True
dt_wsqqve81c,TPS_00514,0.9621,"114.8,804.6;137.9,740.1;104.7,728.2;81.6,792.8",True
dt_wsqqmzcsz,TPS_00629,0.9621,"757.4,515.1;758.9,441.9;721.6,441.2;720.2,514.3",True
dt_wsqqw8ntn,TPS_00986,0.9621,"722.7,482.2;682.7,432.1;648.8,459.1;688.7,509.3",True
dt_wsqqw21r3,TPS_00244,0.962,"598.5,607.9;593.2,555.3;559.4,558.7;564.7,611.3",True
dt_wsqqw27rd,TPS_00096,0.9619,"429.7,113.2;428.9,74.5;363.1,76.0;364.0,114.7",True
dt_wsqqqw88b,TPS_00654,0.9619,"591.8,912.7;591.0,873.2;505.8,874.8;506.5,914.3",True
dt_wsqqt5gwr,TPS_00689,0.9619,"769.0,508.3;769.9,438.3;733.1,437.8;732.1,507.8",True
dt_wsqqmh8mu,TPS_00189,0.9618,"331.3,433.3;347.4,400.2;275.1,365.1;259.0,398.2",True
dt_wsqqqnwkv,TPS_00605,0.9618,"407.7,312.4;408.4,275.3;318.4,273.7;317.7,310.8",True
dt_wsqqmkt59,TPS_00764,0.9618,"614.5,601.4;626.2,537.2;588.7,530.4;577.1,594.5",True
dt_wsqqmppyb,TPS_00036,0.9617,"792.3,631.1;805.3,572.1;769.0,564.1;756.0,623.1",True
dt_wsqqqqx90,TPS_00657,0.9617,"575.3,844.9;572.9,812.0;532.7,814.9;535.1,847.8",True
dt_wsqqw9u5w,TPS_00364,0.9616,"712.8,166.4;658.3,93.6;629.9,114.8;684.4,187.6",True
dt_wsqqtnb7t,TPS_00768,0.9615,"665.3,774.7;653.3,733.2;565.3,758.6;577.4,800.2",True
dt_wsqqwd54n,TPS_00896,0.9615,"484.4,643.6;435.9,574.0;406.7,594.3;455.2,663.9",True
dt_wsqqw098y,TPS_01153,0.9614,"973.9,200.2;971.7,162.9;899.6,167.1;901.8,204.4",True
dt_wsqqw098y,TPS_00243,0.9606,"461.9,456.2;459.7,418.8;387.6,423.1;389.8,460.5",False
dt_wsqqx3ns1,TPS_00277,0.9613,"625.4,711.1;629.0,673.3;566.9,667.3;563.3,705.1",True
dt_wsqqth5xf,TPS_01092,0.9613,"447.3,368.4;444.7,322.1;346.1,327.7;348.7,374.0",True
dt_wsqqnjj6r,TPS_00177,0.9612,"740.3,387.9;711.4,326.9;676.2,343.6;705.0,404.6",True
dt_wsqqt0eb4,TPS_00772,0.9612,"692.9,440.9;707.6,378.0;669.8,369.2;655.1,432.1",True
dt_wsqqwbr48,TPS_00163,0.9611,"62.0,732.9;51.2,656.9;14.0,662.2;24.7,738.2",True
dt_wsqqnmt7s,TPS_00217,0.9611,"560.9,319.7;565.0,285.8;474.4,274.7;470.2,308.7",True
dt_wsqqt5eeb,TPS_00465,0.9611,"69.7,140.7;67.8,103.4;-7.9,107.3;-6.0,144.6",True
dt_wsqqt5eeb,TPS_02523,0.9595,"838.7,397.0;837.0,359.0;753.8,362.7;755.5,400.7",False
dt_wsqqt5eeb,TPS_02524,0.9592,"582.7,909.0;581.0,871.0;497.9,874.7;499.6,912.7",False
dt_wsqqt99tt,TPS_02502,0.9611,"897.5,330.6;896.4,288.2;810.4,290.5;811.5,332.8",True
dt_wsqqt99tt,TPS_02501,0.9609,"641.4,842.6;640.3,800.3;554.5,802.5;555.6,844.8",False
dt_wsqqt0muh,TPS_00729,0.961,"306.5,589.5;325.7,513.5;289.8,504.4;270.5,580.5",True
dt_wsqqmgt71,TPS_02510,0.961,"372.0,571.7;381.0,473.6;343.1,470.1;334.1,568.3",True
dt_wsqqmgt71,TPS_01211,0.7319,"886.5,59.3;887.7,-7.9;850.6,-8.7;849.3,58.6",False
dt_wsqqksm7q,TPS_00915,0.9609,"451.1,304.7;445.5,272.2;384.3,282.8;390.0,315.3",True
dt_wsqqmwmm6,TPS_02065,0.9609,"675.1,621.9;652.3,552.4;619.1,563.3;641.9,632.8",True
dt_wsqqt45tf,TPS_00319,0.9608,"672.3,380.9;666.8,313.8;628.0,317.0;633.6,384.1",True
dt_wsqqv236p,TPS_00510,0.9608,"497.8,456.0;486.9,421.3;418.3,442.8;429.2,477.5",True
dt_wsqqx77n5,TPS_00861,0.9608,"751.4,523.3;784.8,455.5;751.1,438.9;717.7,506.7",True
dt_wsqqqrqhk,TPS_00722,0.9607,"551.9,784.7;550.4,750.6;482.8,753.6;484.3,787.7",True
dt_wsqqt55ev,TPS_00354,0.9606,"648.8,640.5;648.4,566.5;610.7,566.7;611.1,640.7",True
dt_wsqquufdf,TPS_00550,0.9606,"478.4,722.3;440.2,684.5;414.9,710.1;453.2,747.9",True
dt_wsqqtc19u,TPS_00650,0.9606,"345.3,281.8;344.8,239.8;241.3,241.0;241.8,283.0",True
dt_wsqqqrwje,TPS_00723,0.9606,"540.2,272.5;520.9,233.3;449.2,268.4;468.5,307.7",True
dt_wsqqme1zc,TPS_02271,0.9606,"619.8,389.9;616.7,359.1;573.9,363.5;577.0,394.2",True
dt_wsqqqpxrv,TPS_01133,0.9605,"385.0,616.6;386.3,576.1;339.9,574.6;338.6,615.0",True
dt_wsqqqpxrv,TPS_02387,0.9598,"641.0,104.6;642.3,64.1;595.9,62.5;594.6,103.0",False
dt_wsqqtdh69,TPS_01470,0.9605,"363.2,521.9;360.9,470.6;325.6,472.2;327.9,523.6",True
dt_wsqqv2tcf,TPS_00016,0.9603,"445.9,269.7;436.4,233.6;351.2,255.8;360.6,291.9",True
dt_wsqqv2tcf,TPS_00016,0.8436,"445.4,272.8;437.4,234.9;344.7,254.4;352.7,292.3",False
dt_wsqqtkb1e,TPS_00139,0.9603,"235.9,519.3;251.0,460.3;210.3,450.0;195.3,509.0",True
dt_wsqqt2sh1,TPS_00146,0.9603,"417.3,374.6;417.6,339.2;331.3,338.5;331.0,373.9",True
dt_wsqqmx3wq,TPS_00003,0.9602,"926.5,295.4;924.6,236.0;886.5,237.2;888.5,296.7",True
dt_wsqqwt96n,TPS_00108,0.9602,"167.1,514.4;191.1,457.6;156.7,443.1;132.8,499.9",True
dt_wsqqm5v3n,TPS_00491,0.9602,"415.6,602.5;396.7,520.1;363.2,527.8;382.1,610.2",True
dt_wsqqmuc2t,TPS_00590,0.9602,"631.4,425.7;630.7,367.9;590.4,368.4;591.1,426.2",True
dt_wsqqt57eq,TPS_00804,0.9602,"688.1,516.2;683.3,452.2;645.7,455.0;650.4,519.0",True
dt_wsqqkvwmr,TPS_00908,0.9602,"771.5,493.3;787.8,428.5;755.6,420.4;739.3,485.2",True
dt_wsqqmh2ps,TPS_00824,0.9601,"562.1,431.2;585.2,359.0;546.9,346.7;523.7,419.0",True
dt_wsqqt2s5u,TPS_00146,0.96,"587.8,453.6;593.9,380.5;560.7,377.7;554.7,450.9",True
dt_wsqqte1xn,TPS_00076,0.9599,"195.0,729.6;193.1,671.4;158.0,672.5;159.8,730.7",True
dt_wsqqnjj69,TPS_00177,0.9599,"414.9,309.7;413.4,271.0;345.7,273.6;347.2,312.3",True
dt_wsqqktxcf,TPS_00350,0.9599,"418.1,428.9;418.9,394.4;353.6,392.8;352.8,427.3",True
dt_wsqqjxnq9,TPS_00359,0.9599,"127.3,538.9;110.5,491.0;75.0,503.4;91.8,551.3",True
dt_wsqqmy9w6,TPS_00105,0.9598,"720.0,375.4;725.6,294.6;685.6,291.8;680.1,372.7",True
dt_wsqqv8ydj,TPS_00457,0.9598,"606.1,559.2;606.5,530.0;557.9,529.2;557.4,558.4",True
dt_wsqqujs8r,TPS_00502,0.9598,"549.8,269.6;556.4,230.9;452.6,213.4;446.0,252.1",True
dt_wsqqqkgm2,TPS_00633,0.9597,"295.5,644.5;294.5,577.5;257.1,578.1;258.1,645.1",True
dt_wsqqxn93x,TPS_01027,0.9596,"539.5,303.3;538.2,274.5;478.9,277.2;480.1,305.9",True
dt_wsqqt0d4w,TPS_01586,0.9596,"421.9,522.0;422.3,453.0;386.6,452.8;386.3,521.9",True
dt_wsqqmqzrp,TPS_00007,0.9594,"714.3,780.6;739.8,700.6;706.7,690.0;681.1,770.0",True
dt_wsqqmhj34,TPS_00104,0.9594,"733.8,905.3;727.3,862.9;654.2,874.2;660.7,916.6",True
dt_wsqqt5edy,TPS_00465,0.9594,"438.6,475.4;438.5,438.9;375.2,439.2;375.3,475.7",True
dt_wsqqwnrc6,TPS_00967,0.9593,"407.8,315.4;424.7,281.0;376.3,257.2;359.3,291.5",True
dt_wsqqtc876,TPS_00652,0.9592,"709.7,704.6;707.7,670.3;656.5,673.2;658.4,707.5",True
dt_wsqqt7w10,TPS_01223,0.9592,"334.9,441.2;336.8,407.9;275.7,404.4;273.8,437.7",True
dt_wsqqw437k,TPS_00079,0.9591,"587.7,847.2;582.4,814.5;520.2,824.5;525.5,857.3",True
dt_wsqqqxbys,TPS_00735,0.9591,"281.6,291.1;291.0,254.8;231.8,239.5;222.4,275.7",True
dt_wsqqt3snm,TPS_01574,0.9591,"622.5,403.7;621.0,365.5;536.4,368.8;537.9,407.1",True
dt_wsqqmqp50,TPS_00316,0.959,"589.9,183.7;588.7,153.4;535.8,155.5;537.0,185.8",True
dt_wsqqtdcuv,TPS_01198,0.959,"397.8,309.1;396.3,247.9;361.7,248.7;363.2,309.9",True
dt_wsqqwjxpg,TPS_00002,0.9589,"284.6,636.9;259.6,598.3;222.5,622.4;247.5,660.9",True
dt_wsqqt6d0m,TPS_00049,0.9588,"684.7,743.0;676.2,704.6;594.8,722.7;603.3,761.1",True
dt_wsqqv6eb6,TPS_00511,0.9588,"665.4,338.9;667.7,278.9;628.1,277.4;625.8,337.4",True
dt_wsqqtyqew,TPS_00891,0.9588,"693.4,496.0;682.3,428.0;644.0,434.2;655.0,502.2",True
dt_wsqqt4nfr,TPS_00906,0.9588,"760.7,583.8;761.7,505.9;723.9,505.4;722.9,583.3",True
dt_wsqqqpgu9,TPS_02475,0.9588,"894.3,843.4;892.3,762.9;850.9,763.9;853.0,844.4",True
dt_wsqqtymte,TPS_00569,0.9587,"735.4,661.4;748.3,608.8;716.0,600.9;703.1,653.5",True
dt_wsqqmges4,TPS_00619,0.9587,"461.6,254.9;460.4,218.0;413.2,219.5;414.4,256.4",True
dt_wsqqthpjy,TPS_00684,0.9586,"729.7,698.6;735.2,665.5;645.9,650.7;640.4,683.7",True
dt_wsqqwv3x1,TPS_00834,0.9586,"391.6,269.3;383.0,238.7;343.1,249.9;351.7,280.4",True
dt_wsqqt89ep,TPS_00136,0.9585,"773.9,359.8;776.7,280.7;736.2,279.2;733.4,358.3",True
dt_wsqqt6w9j,TPS_00698,0.9585,"405.1,269.6;403.4,231.6;337.0,234.5;338.6,272.5",True
dt_wsqqqxg73,TPS_00743,0.9584,"647.4,689.2;637.5,648.0;546.0,670.1;556.0,711.3",True
dt_wsqqw85b3,TPS_00749,0.9584,"385.4,539.5;381.9,462.4;341.6,464.2;345.0,541.3",True
dt_wsqqv7hq2,TPS_00512,0.9583,"804.1,482.4;806.7,432.0;774.7,430.4;772.1,480.8",True
dt_wsqqwdzv5,TPS_00818,0.9583,"257.7,484.4;275.4,418.2;228.0,405.5;210.3,471.7",True
dt_wsqqt1eqw,TPS_00782,0.9581,"406.1,603.7;400.0,535.0;368.2,537.8;374.4,606.6",True
dt_wsqqwnpze,TPS_00967,0.9581,"500.9,819.6;512.4,785.7;455.2,766.3;443.7,800.2",True
dt_wsqqtcts1,TPS_02320,0.9581,"371.7,509.4;380.8,436.3;337.1,430.8;327.9,503.9",True
dt_wsqqv67xk,TPS_00511,0.958,"301.7,615.4;307.8,544.0;276.1,541.3;270.0,612.7",True
dt_wsqqqxu39,TPS_00742,0.958,"608.2,432.3;580.8,393.8;555.5,411.9;582.9,450.4",True
dt_wsqqmw18d,TPS_00014,0.9579,"717.9,930.9;724.9,893.5;656.1,880.6;649.1,918.0",True
dt_wsqqwbrhn,TPS_00163,0.9578,"433.6,293.3;423.3,250.7;334.4,272.3;344.8,314.9",True
dt_wsqqwmvjy,TPS_00521,0.9578,"416.2,783.1;427.6,746.4;366.8,727.4;355.3,764.1",True
dt_wsqqqm9kf,TPS_02434,0.9577,"718.7,414.0;719.1,337.8;682.5,337.6;682.0,413.8",True
dt_wsqqqjbnk,TPS_00128,0.9576,"608.9,793.1;607.7,753.6;523.7,756.1;524.8,795.6",True
dt_wsqqv233p,TPS_00510,0.9576,"510.4,739.6;487.6,670.7;444.1,685.1;466.9,754.0",True
dt_wsqqw8nsr,TPS_00986,0.9576,"787.4,673.9;783.4,639.8;715.3,647.8;719.2,681.9",True
dt_wsqqmthzk,TPS_00296,0.9575,"295.2,395.3;295.4,326.2;264.5,326.1;264.3,395.2",True
dt_wsqqv3exf,TPS_00516,0.9575,"445.3,278.1;430.7,233.7;357.2,257.9;371.8,302.3",True
dt_wsqqtveu9,TPS_00525,0.9575,"405.1,603.1;401.4,520.9;360.2,522.7;363.9,604.9",True
dt_wsqqw23xx,TPS_00095,0.9574,"530.5,335.0;529.1,301.4;476.2,303.5;477.6,337.1",True
dt_wsqqqwd0u,TPS_00138,0.9572,"313.0,666.1;315.0,589.6;276.0,588.6;274.0,665.1",True
dt_wsqqtymmt,TPS_00569,0.9571,"378.8,667.4;394.7,601.6;362.5,593.8;346.6,659.6",True
dt_wsqquum3q,TPS_01064,0.9571,"694.5,269.3;664.7,236.1;633.0,264.5;662.7,297.7",True
dt_wsqqmhj47,TPS_00104,0.957,"232.0,581.6;250.7,515.4;213.4,504.9;194.8,571.1",True
dt_wsqqq4ff2,TPS_00667,0.9569,"315.1,857.1;281.5,786.5;249.1,802.0;282.7,872.5",True
dt_wsqqq4ff2,TPS_00667,0.8378,"317.1,860.0;284.4,789.0;250.6,804.6;283.3,875.6",False
dt_wsqqkusd1,TPS_00926,0.9569,"362.8,723.6;360.1,636.9;318.8,638.1;321.5,724.8",True
dt_wsqqt253u,TPS_01532,0.9569,"306.3,673.7;323.0,610.2;290.0,601.5;273.3,665.0",True
dt_wsqqt69fn,TPS_00049,0.9568,"224.8,208.7;217.1,167.0;114.4,185.9;122.1,227.6",True
dt_wsqqwjdss,TPS_00171,0.9568,"583.3,774.3;582.8,735.8;482.8,736.9;483.2,775.5",True
dt_wsqqmr43t,TPS_02016,0.9568,"621.0,534.6;633.0,483.5;601.2,476.0;589.2,527.0",True
dt_wsqqw21ph,TPS_00244,0.9567,"311.6,704.1;304.7,640.0;269.3,643.9;276.2,708.0",True
dt_wsqqm5gsx,TPS_01303,0.9567,"522.5,367.6;528.3,331.6;458.2,320.3;452.4,356.4",True
dt_wsqqt1wf2,TPS_00144,0.9566,"300.5,268.1;297.4,230.5;216.3,237.1;219.4,274.8",True
dt_wsqqqpyj8,TPS_02542,0.9566,"338.0,788.6;333.1,758.3;275.6,767.8;280.6,798.0",True
dt_wsqqqpyj8,TPS_01186,0.9562,"850.0,788.6;845.1,758.3;787.6,767.8;792.6,798.0",False
dt_wsqqtkb3t,TPS_00139,0.9565,"851.1,490.8;871.5,425.0;831.9,412.7;811.5,478.5",True
dt_wsqqt8s5q,TPS_00623,0.9565,"458.6,294.1;457.4,252.6;343.3,255.9;344.5,297.5",True
dt_wsqqt0d62,TPS_01586,0.9564,"608.7,573.0;606.3,534.8;510.2,540.9;512.6,579.0",True
dt_wsqqrrvzg,TPS_00875,0.9563,"279.8,687.4;264.5,619.5;226.6,628.0;242.0,695.9",True
dt_wsqqqrcs5,TPS_02461,0.9563,"490.1,427.7;474.2,388.0;409.0,414.1;424.9,453.8",True
dt_wsqqqrcs5,TPS_02460,0.9547,"1002.1,427.8;986.2,387.9;920.9,414.0;936.8,453.9",False
dt_wsqqw210r,TPS_00009,0.9562,"486.2,539.9;480.7,475.2;447.1,478.1;452.7,542.8",True
dt_wsqqw8mx1,TPS_00755,0.9562,"160.5,753.6;125.2,682.5;90.3,699.8;125.6,770.9",True
dt_wsqqwd6s0,TPS_00817,0.9562,"811.7,389.1;771.0,327.8;736.9,350.5;777.6,411.8",True
dt_wsqqm6gyz,TPS_01053,0.9561,"695.4,411.3;748.6,349.4;721.9,326.5;668.7,388.3",True
dt_wsqqkv91q,TPS_02424,0.9561,"191.1,596.6;198.0,521.4;159.0,517.8;152.2,593.0",True
dt_wsqqkv91q,TPS_01695,0.9557,"703.1,852.5;710.0,777.4;671.0,773.8;664.2,849.0",False
dt_wsqqkv91q,TPS_00931,0.952,"959.2,340.5;966.0,265.2;927.0,261.7;920.1,336.9",False
dt_wsqqksqe0,TPS_00185,0.956,"828.0,450.7;858.2,388.1;825.9,372.4;795.6,435.0",True
dt_wsqqw84rd,TPS_00337,0.956,"666.6,270.9;665.0,201.9;627.3,202.8;628.9,271.8",True
dt_wsqqjxtb4,TPS_00507,0.956,"446.3,688.8;430.4,645.7;398.3,657.6;414.2,700.7",True
dt_wsqqth5z2,TPS_01092,0.956,"828.3,529.5;828.6,453.8;789.6,453.7;789.3,529.3",True
dt_wsqqmvpu4,TPS_00038,0.9559,"441.9,764.8;440.6,727.0;354.5,730.2;355.9,768.0",True
dt_wsqqtc39g,TPS_00077,0.9556,"261.3,620.1;262.5,540.9;227.2,540.4;226.0,619.6",True
dt_wsqqkv1ux,TPS_00928,0.9555,"502.8,340.6;507.2,299.3;407.2,288.7;402.8,330.0",True
dt_wsqqtvvhd,TPS_00979,0.9554,"664.2,651.3;687.3,578.0;654.5,567.7;631.5,641.0",True
dt_wsqqmprye,TPS_01533,0.9554,"1004.8,164.7;1015.1,127.7;963.4,113.2;953.0,150.2",True
dt_wsqqmprye,TPS_00332,0.9525,"236.9,420.8;247.3,383.6;195.3,369.2;185.0,406.3",False
dt_wsqqqrqjf,TPS_00722,0.9553,"467.3,390.7;466.3,352.9;404.0,354.6;405.0,392.5",True
dt_wsqqmr696,TPS_00726,0.9553,"745.3,128.3;753.4,90.8;659.6,70.8;651.5,108.2",True
dt_wsqqmr696,TPS_00727,0.9549,"233.4,384.3;241.4,346.8;147.6,326.8;139.6,364.2",False
dt_wsqquujpw,TPS_01064,0.9553,"213.4,788.2;166.5,725.9;136.5,748.6;183.5,810.8",True
dt_wsqqtd3ye,TPS_01201,0.9553,"298.0,938.1;297.1,899.1;183.0,901.7;183.9,940.6",True
dt_wsqqtd3ye,TPS_01199,0.9545,"809.9,426.0;808.9,387.0;695.3,389.8;696.3,428.8",False
dt_wsqqtd3ye,TPS_01200,0.9436,"1030.4,680.8;1028.7,643.5;962.3,646.5;964.0,683.9",False
dt_wsqqwe07c,TPS_00753,0.9552,"407.8,77.9;377.9,9.2;344.0,23.9;373.9,92.7",True
dt_wsqqwe07c,TPS_00754,0.9539,"664.0,589.9;633.9,521.0;599.9,535.9;629.9,604.7",False
dt_wsqqqjgxe,TPS_00023,0.9551,"774.2,406.1;775.5,339.3;735.1,338.5;733.8,405.3",True
dt_wsqqjxn96,TPS_00508,0.9551,"424.7,513.0;407.0,462.5;372.1,474.8;389.8,525.2",True
dt_wsqqx28vp,TPS_00848,0.955,"512.4,296.4;507.7,266.8;458.6,274.7;463.3,304.3",True
dt_wsqqv4my8,TPS_01084,0.955,"602.3,274.6;553.5,232.6;528.9,261.1;577.8,303.1",True
dt_wsqqw7e1n,TPS_01486,0.955,"180.8,181.5;195.2,103.8;157.4,96.8;143.1,174.5",True
dt_wsqqw7e1n,TPS_01191,0.9546,"436.9,693.4;451.2,615.7;413.4,608.8;399.1,686.5",False
dt_wsqqwbrp1,TPS_00191,0.9549,"382.5,736.6;363.4,659.0;328.1,667.7;347.1,745.3",True
dt_wsqqth7u8,TPS_00686,0.9549,"830.2,380.1;826.9,321.9;793.3,323.8;796.6,382.0",True
dt_wsqqxk0zk,TPS_00837,0.9549,"546.2,307.3;562.2,275.6;527.0,257.9;511.0,289.6",True
dt_wsqqmfjjv,TPS_02512,0.9549,"565.0,265.4;625.0,194.9;596.1,170.4;536.2,240.9",True
dt_wsqqmfjjv,TPS_01213,0.9547,"565.0,777.4;625.0,706.9;596.1,682.4;536.2,752.9",False
dt_wsqqqx6ke,TPS_00335,0.9548,"734.4,513.8;735.2,421.7;698.1,421.4;697.3,513.5",True
dt_wsqqwdxe4,TPS_00993,0.9548,"644.5,500.3;691.7,407.2;659.7,391.0;612.5,484.1",True
dt_wsqqmh1vf,TPS_01128,0.9548,"456.3,576.4;469.8,539.9;421.8,522.1;408.3,558.7",True
dt_wsqqw69e6,TPS_02491,0.9548,"157.1,394.4;147.2,312.9;114.2,316.9;124.1,398.4",True
dt_wsqqw69e6,TPS_02490,0.9545,"669.1,650.4;659.2,568.9;626.2,572.9;636.1,654.4",False
dt_wsqqucpqn,TPS_00427,0.9547,"411.1,719.6;410.7,653.9;365.4,654.2;365.8,720.0",True
dt_wsqqtfq3c,TPS_02436,0.9546,"625.0,558.4;643.5,474.6;607.3,466.6;588.8,550.4",True
dt_wsqqtfq3c,TPS_01172,0.9335,"118.5,1033.2;128.4,988.6;95.4,981.2;85.5,1025.9",False
dt_wsqqjwpwq,TPS_00375,0.9545,"431.1,457.4;428.8,404.6;392.1,406.2;394.4,459.0",True
dt_wsqqwns46,TPS_00528,0.9545,"455.0,342.0;438.0,308.6;379.0,338.7;396.0,372.1",True
dt_wsqqm8t35,TPS_00113,0.9544,"260.3,808.7;222.9,723.2;182.3,740.9;219.7,826.4",True
dt_wsqqmx3mm,TPS_00003,0.9543,"388.5,535.0;397.7,501.1;311.1,477.5;301.9,511.3",True
dt_wsqqwt2fe,TPS_00522,0.9543,"210.0,597.9;258.4,516.7;226.8,497.9;178.4,579.1",True
dt_wsqqmrzmx,TPS_00325,0.9542,"1038.3,297.6;1017.4,264.3;940.0,312.9;960.9,346.2",True
dt_wsqqxht2h,TPS_01024,0.9542,"558.3,370.9;555.4,337.5;511.0,341.4;514.0,374.8",True
dt_wsqqt2teg,TPS_00132,0.9541,"244.8,168.2;242.0,133.0;173.1,138.6;175.9,173.7",True
dt_wsqqq4fu8,TPS_00667,0.9541,"345.9,201.8;300.8,153.6;274.1,178.7;319.1,226.8",True
dt_wsqqtd3xj,TPS_01200,0.954,"606.7,618.0;607.9,544.7;571.2,544.1;569.9,617.3",True
dt_wsqqtd3xj,TPS_01199,0.9538,"350.7,361.9;351.9,288.7;315.2,288.1;314.0,361.3",False
dt_wsqqjtxjm,TPS_01051,0.9539,"647.2,621.6;662.7,571.0;627.6,560.2;612.2,610.8",True
dt_wsqqtf2x9,TPS_01171,0.9539,"390.3,424.4;387.3,388.6;332.9,393.3;335.9,429.1",True
dt_wsqqtf2x9,TPS_01170,0.9531,"902.3,168.4;899.3,132.6;844.9,137.3;848.0,173.1",False
dt_wsqqt8x4s,TPS_00625,0.9537,"543.3,267.8;543.7,201.4;506.9,201.2;506.5,267.6",True
dt_wsqqt9h5p,TPS_01439,0.9537,"558.9,485.0;557.3,441.2;460.7,444.8;462.3,488.6",True
dt_wsqqt5qg7,TPS_00690,0.9536,"258.9,529.5;257.5,478.8;221.7,479.8;223.1,530.5",True
dt_wsqqkv0m3,TPS_00184,0.9535,"852.3,457.3;901.5,377.1;871.7,358.8;822.5,439.0",True
dt_wsqqksswp,TPS_00964,0.9535,"191.6,388.7;235.4,336.2;209.6,314.7;165.8,367.2",True
dt_wsqqwbrpc,TPS_00191,0.9534,"444.7,515.3;434.8,476.6;316.3,507.1;326.2,545.8",True
dt_wsqqnmx4w,TPS_00181,0.9533,"424.0,653.3;408.1,575.4;364.3,584.4;380.2,662.2",True
dt_wsqqxndc5,TPS_01278,0.9533,"782.8,206.3;794.3,169.5;750.8,155.9;739.4,192.7",True
dt_wsqqx3nmw,TPS_00277,0.9532,"494.5,250.2;495.9,215.8;390.7,211.4;389.2,245.9",True
dt_wsqqqhgwc,TPS_00593,0.9532,"863.4,492.6;860.9,411.6;806.9,413.3;809.4,494.3",True
dt_wsqqmr62p,TPS_00726,0.9532,"519.2,495.9;541.3,415.4;498.2,403.5;476.0,484.0",True
dt_wsqqmr62p,TPS_00727,0.8803,"6.8,753.3;32.7,671.9;6.2,663.5;-19.7,744.9",False
dt_wsqqtd98q,TPS_02499,0.9531,"481.2,688.9;480.1,650.9;373.1,654.2;374.3,692.1",True
dt_wsqqtd98q,TPS_01200,0.9524,"737.1,176.8;736.0,138.9;629.2,142.2;630.4,180.1",False
dt_wsqqqq8de,TPS_00129,0.9529,"781.5,681.8;779.0,645.5;686.8,651.8;689.3,688.1",True
dt_wsqqqxk72,TPS_00149,0.9529,"328.0,595.7;307.5,507.9;270.3,516.6;290.8,604.4",True
dt_wsqqtf9sx,TPS_00247,0.9529,"237.9,562.7;239.7,512.4;205.2,511.2;203.5,561.5",True
dt_wsqqt8s9d,TPS_00624,0.9528,"690.5,797.6;689.4,758.7;590.5,761.5;591.6,800.4",True
dt_wsqqqn1bt,TPS_00127,0.9527,"386.8,104.6;386.6,69.4;289.8,70.0;290.0,105.2",True
dt_wsqqmx1ts,TPS_00706,0.9527,"589.3,664.0;584.6,628.4;481.4,642.2;486.1,677.7",True
dt_wsqqksvuj,TPS_00965,0.9527,"946.6,685.5;910.4,643.8;827.4,715.9;863.5,757.5",True
dt_wsqqw1xtq,TPS_00026,0.9525,"197.6,909.7;189.6,861.0;153.6,866.9;161.6,915.6",True
dt_wsqqt9kej,TPS_00094,0.9523,"888.9,485.1;892.6,411.8;856.3,410.0;852.6,483.2",True
dt_wsqqt1wfn,TPS_00144,0.9523,"707.5,374.1;702.5,267.3;663.1,269.1;668.2,376.0",True
dt_wsqqx3hs4,TPS_00367,0.9523,"448.6,920.5;446.6,881.5;410.9,883.3;412.9,922.3",True
dt_wsqqx9be0,TPS_00849,0.9523,"358.7,580.3;306.1,511.9;278.9,532.9;331.4,601.3",True
dt_wsqqmr9em,TPS_01858,0.9523,"650.8,628.4;659.2,589.1;593.9,575.2;585.6,614.5",True
dt_wsqqtbxck,TPS_02445,0.9521,"25.0,364.5;21.6,318.9;-5.7,321.0;-2.2,366.5",True
dt_wsqqtbxck,TPS_02448,0.9459,"538.3,619.3;534.3,573.3;478.4,578.1;482.4,624.2",False
dt_wsqqtbxck,TPS_02446,0.9451,"794.3,107.3;790.3,61.2;734.3,66.1;738.3,112.2",False
dt_wsqqmj9sc,TPS_00111,0.9519,"623.4,148.1;627.7,95.2;589.9,92.1;585.6,145.1",True
dt_wsqqqxz7y,TPS_00857,0.9519,"483.4,289.2;457.0,249.7;396.7,290.1;423.1,329.6",True
dt_wsqqv0ghu,TPS_00956,0.9518,"317.9,537.4;303.2,491.0;240.9,510.7;255.6,557.1",True
dt_wsqqqw1qx,TPS_00137,0.9517,"551.9,219.3;532.7,194.6;467.4,245.4;486.6,270.0",True
dt_wsqqnp322,TPS_00233,0.9517,"291.8,569.5;312.1,513.1;278.0,500.8;257.7,557.2",True
