id,lat,lon,n_nodes,source,zoom,grid,tile_x0,tile_y0,blank_tiles,status,path
TPS_00117,25.065758,121.61091,4,taipei_udd_Image_2025,21,4,1757009,897662,0,ok,taipei_z21/images/TPS_00117.jpg
TPS_00118,25.064992,121.610942,4,taipei_udd_Image_2025,21,4,1757009,897667,0,ok,taipei_z21/images/TPS_00118.jpg
TPS_00119,25.039241,121.507437,4,taipei_udd_Image_2025,21,4,1756406,897832,0,ok,taipei_z21/images/TPS_00119.jpg
TPS_00120,25.003462,121.562866,4,taipei_udd_Image_2025,21,4,1756729,898062,0,ok,taipei_z21/images/TPS_00120.jpg
TPS_00121,25.035021,121.514722,4,taipei_udd_Image_2025,21,4,1756449,897859,0,ok,taipei_z21/images/TPS_00121.jpg
TPS_00122,25.027561,121.514546,4,taipei_udd_Image_2025,21,4,1756448,897907,0,ok,taipei_z21/images/TPS_00122.jpg
TPS_00123,25.11444,121.527409,4,taipei_udd_Image_2025,21,4,1756522,897348,0,ok,taipei_z21/images/TPS_00123.jpg
TPS_00125,25.037926,121.546041,4,taipei_udd_Image_2025,21,4,1756631,897841,0,ok,taipei_z21/images/TPS_00125.jpg
TPS_00124,25.041896,121.518502,4,taipei_udd_Image_2025,21,4,1756471,897815,0,ok,taipei_z21/images/TPS_00124.jpg
TPS_00126,25.070837,121.574748,4,taipei_udd_Image_2025,21,4,1756798,897629,0,ok,taipei_z21/images/TPS_00126.jpg
TPS_00127,25.037729,121.555445,4,taipei_udd_Image_2025,21,4,1756686,897842,0,ok,taipei_z21/images/TPS_00127.jpg
TPS_00128,25.037779,121.552936,4,taipei_udd_Image_2025,21,4,1756671,897842,0,ok,taipei_z21/images/TPS_00128.jpg
TPS_00129,25.041154,121.564489,4,taipei_udd_Image_2025,21,4,1756738,897820,0,ok,taipei_z21/images/TPS_00129.jpg
TPS_00130,25.049843,121.552719,4,taipei_udd_Image_2025,21,4,1756670,897764,0,ok,taipei_z21/images/TPS_00130.jpg
TPS_00131,25.024886,121.543426,4,taipei_udd_Image_2025,21,4,1756616,897924,0,ok,taipei_z21/images/TPS_00131.jpg
TPS_00132,25.052088,121.527706,4,taipei_udd_Image_2025,21,4,1756524,897750,0,ok,taipei_z21/images/TPS_00132.jpg
TPS_00134,25.026046,121.534872,4,taipei_udd_Image_2025,21,4,1756566,897917,0,ok,taipei_z21/images/TPS_00134.jpg
TPS_00133,25.03283,121.568327,4,taipei_udd_Image_2025,21,4,1756761,897873,0,ok,taipei_z21/images/TPS_00133.jpg
TPS_00135,25.05777,121.544156,4,taipei_udd_Image_2025,21,4,1756620,897713,0,ok,taipei_z21/images/TPS_00135.jpg
TPS_00137,25.03883,121.576774,4,taipei_udd_Image_2025,21,4,1756810,897835,0,ok,taipei_z21/images/TPS_00137.jpg
TPS_00138,25.040826,121.577853,4,taipei_udd_Image_2025,21,4,1756816,897822,0,ok,taipei_z21/images/TPS_00138.jpg
TPS_00136,25.052032,121.533006,4,taipei_udd_Image_2025,21,4,1756555,897750,0,ok,taipei_z21/images/TPS_00136.jpg
TPS_00139,25.075206,121.520147,4,taipei_udd_Image_2025,21,4,1756480,897601,0,ok,taipei_z21/images/TPS_00139.jpg
TPS_00140,25.062893,121.518296,4,taipei_udd_Image_2025,21,4,1756469,897680,0,ok,taipei_z21/images/TPS_00140.jpg
TPS_00141,25.080251,121.522157,4,taipei_udd_Image_2025,21,4,1756492,897568,0,ok,taipei_z21/images/TPS_00141.jpg
TPS_00142,25.05125,121.570364,4,taipei_udd_Image_2025,21,4,1756773,897755,0,ok,taipei_z21/images/TPS_00142.jpg
TPS_00143,25.057864,121.522856,4,taipei_udd_Image_2025,21,4,1756496,897712,0,ok,taipei_z21/images/TPS_00143.jpg
TPS_00145,25.04565,121.570397,4,taipei_udd_Image_2025,21,4,1756773,897791,0,ok,taipei_z21/images/TPS_00145.jpg
TPS_00144,25.057319,121.518167,4,taipei_udd_Image_2025,21,4,1756469,897716,0,ok,taipei_z21/images/TPS_00144.jpg
TPS_00146,25.052118,121.52538,4,taipei_udd_Image_2025,21,4,1756511,897749,0,ok,taipei_z21/images/TPS_00146.jpg
TPS_00147,25.048213,121.521006,4,taipei_udd_Image_2025,21,4,1756485,897774,0,ok,taipei_z21/images/TPS_00147.jpg
TPS_00148,25.048013,121.577792,4,taipei_udd_Image_2025,21,4,1756816,897776,0,ok,taipei_z21/images/TPS_00148.jpg
TPS_00149,25.045362,121.580714,4,taipei_udd_Image_2025,21,4,1756833,897793,0,ok,taipei_z21/images/TPS_00149.jpg
TPS_00151,25.084119,121.523538,4,taipei_udd_Image_2025,21,4,1756500,897544,0,ok,taipei_z21/images/TPS_00151.jpg
TPS_00150,25.02681,121.525911,4,taipei_udd_Image_2025,21,4,1756514,897912,0,ok,taipei_z21/images/TPS_00150.jpg
TPS_00152,25.052641,121.52037,4,taipei_udd_Image_2025,21,4,1756481,897746,0,ok,taipei_z21/images/TPS_00152.jpg
TPS_00153,25.053258,121.517703,4,taipei_udd_Image_2025,21,4,1756466,897742,0,ok,taipei_z21/images/TPS_00153.jpg
TPS_00154,25.091036,121.516451,4,taipei_udd_Image_2025,21,4,1756459,897499,0,ok,taipei_z21/images/TPS_00154.jpg
TPS_00155,25.085595,121.505682,4,taipei_udd_Image_2025,21,4,1756396,897534,0,ok,taipei_z21/images/TPS_00155.jpg
TPS_00156,25.05411,121.514484,4,taipei_udd_Image_2025,21,4,1756447,897737,0,ok,taipei_z21/images/TPS_00156.jpg
TPS_00157,25.04877,121.51644,4,taipei_udd_Image_2025,21,4,1756459,897771,0,ok,taipei_z21/images/TPS_00157.jpg
TPS_00158,25.048941,121.506343,4,taipei_udd_Image_2025,21,4,1756400,897770,0,ok,taipei_z21/images/TPS_00158.jpg
TPS_00159,25.035416,121.494368,4,taipei_udd_Image_2025,21,4,1756330,897857,0,ok,taipei_z21/images/TPS_00159.jpg
TPS_00160,25.06857,121.510818,4,taipei_udd_Image_2025,21,4,1756426,897644,0,ok,taipei_z21/images/TPS_00160.jpg
TPS_00161,25.04516,121.509151,4,taipei_udd_Image_2025,21,4,1756416,897794,0,ok,taipei_z21/images/TPS_00161.jpg
TPS_00162,25.054383,121.594781,4,taipei_udd_Image_2025,21,4,1756915,897735,0,ok,taipei_z21/images/TPS_00162.jpg
TPS_00163,25.050778,121.595688,4,taipei_udd_Image_2025,21,4,1756920,897758,0,ok,taipei_z21/images/TPS_00163.jpg
TPS_00164,25.123094,121.46895,4,taipei_udd_Image_2025,21,4,1756182,897293,0,ok,taipei_z21/images/TPS_00164.jpg
TPS_00165,25.054459,121.616476,4,taipei_udd_Image_2025,21,4,1757041,897734,0,ok,taipei_z21/images/TPS_00165.jpg
TPS_00167,25.068965,121.590846,4,taipei_udd_Image_2025,21,4,1756892,897641,0,ok,taipei_z21/images/TPS_00167.jpg
TPS_00166,25.054843,121.618715,4,taipei_udd_Image_2025,21,4,1757054,897732,0,ok,taipei_z21/images/TPS_00166.jpg
TPS_00168,25.052834,121.583173,4,taipei_udd_Image_2025,21,4,1756847,897745,0,ok,taipei_z21/images/TPS_00168.jpg
TPS_00169,25.044253,121.508892,4,taipei_udd_Image_2025,21,4,1756415,897800,0,ok,taipei_z21/images/TPS_00169.jpg
TPS_00170,25.093783,121.52804,4,taipei_udd_Image_2025,21,4,1756526,897481,0,ok,taipei_z21/images/TPS_00170.jpg
TPS_00171,25.07995,121.556326,4,taipei_udd_Image_2025,21,4,1756691,897570,0,ok,taipei_z21/images/TPS_00171.jpg
TPS_00172,25.077158,121.556343,4,taipei_udd_Image_2025,21,4,1756691,897588,0,ok,taipei_z21/images/TPS_00172.jpg
TPS_00173,25.045223,121.521641,4,taipei_udd_Image_2025,21,4,1756489,897794,0,ok,taipei_z21/images/TPS_00173.jpg
TPS_00174,25.134588,121.496329,4,taipei_udd_Image_2025,21,4,1756341,897219,0,ok,taipei_z21/images/TPS_00174.jpg
TPS_00175,25.073513,121.602986,4,taipei_udd_Image_2025,21,4,1756963,897612,0,ok,taipei_z21/images/TPS_00175.jpg
TPS_00176,24.990142,121.539707,4,taipei_udd_Image_2025,21,4,1756594,898148,0,ok,taipei_z21/images/TPS_00176.jpg
TPS_00177,24.988727,121.56017,4,taipei_udd_Image_2025,21,4,1756713,898157,0,ok,taipei_z21/images/TPS_00177.jpg
TPS_00178,24.990636,121.576814,4,taipei_udd_Image_2025,21,4,1756810,898145,0,ok,taipei_z21/images/TPS_00178.jpg
TPS_00179,24.989743,121.564874,4,taipei_udd_Image_2025,21,4,1756741,898150,0,ok,taipei_z21/images/TPS_00179.jpg
TPS_00180,24.987247,121.548863,4,taipei_udd_Image_2025,21,4,1756647,898166,0,ok,taipei_z21/images/TPS_00180.jpg
TPS_00181,24.991651,121.573682,4,taipei_udd_Image_2025,21,4,1756792,898138,0,ok,taipei_z21/images/TPS_00181.jpg
TPS_00182,24.987484,121.550036,4,taipei_udd_Image_2025,21,4,1756654,898165,0,ok,taipei_z21/images/TPS_00182.jpg
TPS_00183,25.029427,121.500524,4,taipei_udd_Image_2025,21,4,1756366,897895,0,ok,taipei_z21/images/TPS_00183.jpg
TPS_00184,25.033162,121.497957,4,taipei_udd_Image_2025,21,4,1756351,897871,0,ok,taipei_z21/images/TPS_00184.jpg
TPS_00185,25.028718,121.495628,4,taipei_udd_Image_2025,21,4,1756337,897900,0,ok,taipei_z21/images/TPS_00185.jpg
TPS_00186,25.031097,121.496813,4,taipei_udd_Image_2025,21,4,1756344,897884,0,ok,taipei_z21/images/TPS_00186.jpg
TPS_00187,25.068847,121.612077,4,taipei_udd_Image_2025,21,4,1757016,897642,0,ok,taipei_z21/images/TPS_00187.jpg
TPS_00190,25.034959,121.515223,4,taipei_udd_Image_2025,21,4,1756451,897860,0,ok,taipei_z21/images/TPS_00190.jpg
TPS_00189,25.030505,121.509401,4,taipei_udd_Image_2025,21,4,1756418,897888,0,ok,taipei_z21/images/TPS_00189.jpg
TPS_00188,25.097795,121.527358,4,taipei_udd_Image_2025,21,4,1756522,897456,0,ok,taipei_z21/images/TPS_00188.jpg
TPS_00191,25.051478,121.595492,4,taipei_udd_Image_2025,21,4,1756919,897753,0,ok,taipei_z21/images/TPS_00191.jpg
TPS_00192,25.040516,121.507812,4,taipei_udd_Image_2025,21,4,1756408,897824,0,ok,taipei_z21/images/TPS_00192.jpg
TPS_00193,25.082906,121.54448,4,taipei_udd_Image_2025,21,4,1756622,897551,0,ok,taipei_z21/images/TPS_00193.jpg
TPS_00194,25.045285,121.615421,4,taipei_udd_Image_2025,21,4,1757035,897793,0,ok,taipei_z21/images/TPS_00194.jpg
TPS_00195,25.002019,121.56671,4,taipei_udd_Image_2025,21,4,1756751,898071,0,ok,taipei_z21/images/TPS_00195.jpg
TPS_00196,25.009863,121.537396,4,taipei_udd_Image_2025,21,4,1756581,898021,0,ok,taipei_z21/images/TPS_00196.jpg
TPS_00197,25.055962,121.513934,4,taipei_udd_Image_2025,21,4,1756444,897725,0,ok,taipei_z21/images/TPS_00197.jpg
