id,lat,lon,n_nodes,source,zoom,grid
TPS_00367,25.055252,121.613943,3,taipei_udd_Image_2025,21,4
TPS_00368,25.077384,121.568766,3,taipei_udd_Image_2025,21,4
TPS_00369,25.04389,121.526813,3,taipei_udd_Image_2025,21,4
TPS_00370,25.121204,121.499425,3,taipei_udd_Image_2025,21,4
TPS_00371,25.077742,121.538964,3,taipei_udd_Image_2025,21,4
TPS_00372,24.992546,121.544136,3,taipei_udd_Image_2025,21,4
TPS_00373,25.038524,121.523416,3,taipei_udd_Image_2025,21,4
TPS_00374,25.036239,121.522744,3,taipei_udd_Image_2025,21,4
TPS_00375,24.994933,121.541323,3,taipei_udd_Image_2025,21,4
TPS_00376,25.028485,121.492447,3,taipei_udd_Image_2025,21,4
TPS_00377,25.039203,121.518348,3,taipei_udd_Image_2025,21,4
TPS_00378,25.14587,121.523034,3,taipei_udd_Image_2025,21,4
TPS_00379,24.995242,121.559725,3,taipei_udd_Image_2025,21,4
TPS_00380,25.085353,121.553994,3,taipei_udd_Image_2025,21,4
TPS_00381,25.063563,121.590651,3,taipei_udd_Image_2025,21,4
TPS_00382,25.010942,121.53632,3,taipei_udd_Image_2025,21,4
TPS_00383,25.004367,121.538743,3,taipei_udd_Image_2025,21,4
TPS_00384,24.996793,121.559966,3,taipei_udd_Image_2025,21,4
TPS_00385,25.024168,121.512445,3,taipei_udd_Image_2025,21,4
