id,lat,lon,n_nodes,source,zoom,grid
TPS_00386,25.016637,121.495634,3,taipei_udd_Image_2025,21,4
TPS_00387,24.991718,121.569797,3,taipei_udd_Image_2025,21,4
TPS_00388,25.029237,121.524142,3,taipei_udd_Image_2025,21,4
TPS_00389,25.001297,121.59631,3,taipei_udd_Image_2025,21,4
TPS_00390,25.046017,121.509349,3,taipei_udd_Image_2025,21,4
TPS_00391,25.068561,121.595322,3,taipei_udd_Image_2025,21,4
TPS_00392,25.03792,121.539829,3,taipei_udd_Image_2025,21,4
TPS_00393,25.05434,121.615251,3,taipei_udd_Image_2025,21,4
TPS_00394,25.03707,121.52106,3,taipei_udd_Image_2025,21,4
TPS_00395,24.998915,121.594274,3,taipei_udd_Image_2025,21,4
TPS_00396,24.988764,121.558962,3,taipei_udd_Image_2025,21,4
TPS_00397,25.002421,121.568635,3,taipei_udd_Image_2025,21,4
TPS_00398,25.002232,121.570518,3,taipei_udd_Image_2025,21,4
TPS_00399,25.002347,121.571847,3,taipei_udd_Image_2025,21,4
TPS_00400,25.038896,121.495985,3,taipei_udd_Image_2025,21,4
TPS_00401,25.055345,121.514092,3,taipei_udd_Image_2025,21,4
TPS_00402,25.101574,121.512292,3,taipei_udd_Image_2025,21,4
TPS_00403,25.03939,121.557589,3,taipei_udd_Image_2025,21,4
TPS_00404,25.041054,121.566131,3,taipei_udd_Image_2025,21,4
TPS_00405,25.024212,121.508323,3,taipei_udd_Image_2025,21,4
TPS_00406,25.000671,121.573126,3,taipei_udd_Image_2025,21,4
TPS_00407,24.998657,121.574952,3,taipei_udd_Image_2025,21,4
TPS_00408,25.101393,121.508128,3,taipei_udd_Image_2025,21,4
TPS_00409,25.076517,121.527119,3,taipei_udd_Image_2025,21,4
TPS_00410,25.076874,121.525173,3,taipei_udd_Image_2025,21,4
TPS_00411,24.986596,121.570638,3,taipei_udd_Image_2025,21,4
TPS_00412,25.002088,121.593951,3,taipei_udd_Image_2025,21,4
TPS_00413,25.07797,121.613635,3,taipei_udd_Image_2025,21,4
TPS_00414,24.998846,121.569066,3,taipei_udd_Image_2025,21,4
TPS_00415,25.000223,121.576861,3,taipei_udd_Image_2025,21,4
TPS_00416,24.98216,121.562517,3,taipei_udd_Image_2025,21,4
TPS_00417,24.986996,121.564683,3,taipei_udd_Image_2025,21,4
TPS_00418,24.998173,121.553109,3,taipei_udd_Image_2025,21,4
TPS_00419,24.985551,121.561269,3,taipei_udd_Image_2025,21,4
TPS_00420,25.072203,121.580739,3,taipei_udd_Image_2025,21,4
TPS_00421,25.005747,121.5588,3,taipei_udd_Image_2025,21,4
TPS_00422,25.064272,121.542521,3,taipei_udd_Image_2025,21,4
TPS_00423,24.98767,121.568644,3,taipei_udd_Image_2025,21,4
TPS_00424,25.005464,121.564369,3,taipei_udd_Image_2025,21,4
TPS_00425,25.098596,121.5476,3,taipei_udd_Image_2025,21,4
TPS_00426,25.113413,121.566412,3,taipei_udd_Image_2025,21,4
TPS_00427,25.099443,121.508171,3,taipei_udd_Image_2025,21,4
TPS_00428,25.057024,121.614105,3,taipei_udd_Image_2025,21,4
TPS_00429,25.04811,121.546028,3,taipei_udd_Image_2025,21,4
TPS_00430,24.991895,121.574871,3,taipei_udd_Image_2025,21,4
TPS_00431,24.988682,121.576991,3,taipei_udd_Image_2025,21,4
TPS_00432,24.988663,121.567439,3,taipei_udd_Image_2025,21,4
TPS_00433,24.97624,121.557587,3,taipei_udd_Image_2025,21,4
TPS_00434,24.984073,121.559161,3,taipei_udd_Image_2025,21,4
TPS_00435,25.000384,121.548525,3,taipei_udd_Image_2025,21,4
TPS_00436,25.00152,121.55099,3,taipei_udd_Image_2025,21,4
TPS_00437,25.001872,121.551779,3,taipei_udd_Image_2025,21,4
TPS_00438,25.054234,121.566196,3,taipei_udd_Image_2025,21,4
TPS_00439,25.054039,121.562063,3,taipei_udd_Image_2025,21,4
TPS_00440,25.053924,121.559141,3,taipei_udd_Image_2025,21,4
TPS_00441,25.053628,121.556495,3,taipei_udd_Image_2025,21,4
TPS_00442,25.060175,121.544133,3,taipei_udd_Image_2025,21,4
TPS_00443,25.05165,121.547616,3,taipei_udd_Image_2025,21,4
TPS_00444,25.051849,121.546701,3,taipei_udd_Image_2025,21,4
TPS_00445,25.051917,121.543813,3,taipei_udd_Image_2025,21,4
TPS_00446,25.045928,121.567392,3,taipei_udd_Image_2025,21,4
TPS_00447,25.049381,121.56901,3,taipei_udd_Image_2025,21,4
TPS_00448,25.06117,121.568604,3,taipei_udd_Image_2025,21,4
TPS_00449,25.05465,121.555877,3,taipei_udd_Image_2025,21,4
TPS_00450,25.055387,121.555714,3,taipei_udd_Image_2025,21,4
TPS_00451,25.05264,121.557006,3,taipei_udd_Image_2025,21,4
TPS_00452,25.048375,121.560091,3,taipei_udd_Image_2025,21,4
TPS_00453,25.049176,121.567282,3,taipei_udd_Image_2025,21,4
TPS_00454,25.04907,121.566235,3,taipei_udd_Image_2025,21,4
TPS_00455,25.062771,121.563064,3,taipei_udd_Image_2025,21,4
TPS_00456,25.097112,121.542493,3,taipei_udd_Image_2025,21,4
TPS_00457,25.097328,121.539896,3,taipei_udd_Image_2025,21,4
TPS_00458,25.042056,121.532911,3,taipei_udd_Image_2025,21,4
TPS_00459,25.068016,121.533341,3,taipei_udd_Image_2025,21,4
TPS_00460,25.059547,121.537215,3,taipei_udd_Image_2025,21,4
TPS_00461,25.101074,121.500792,3,taipei_udd_Image_2025,21,4
TPS_00462,25.055731,121.547102,3,taipei_udd_Image_2025,21,4
TPS_00463,25.06805,121.540983,3,taipei_udd_Image_2025,21,4
TPS_00464,25.06837,121.524644,3,taipei_udd_Image_2025,21,4
TPS_00465,25.06853,121.513889,3,taipei_udd_Image_2025,21,4
TPS_00466,25.068653,121.514899,3,taipei_udd_Image_2025,21,4
TPS_00467,25.068618,121.516763,3,taipei_udd_Image_2025,21,4
TPS_00468,25.04636,121.538158,3,taipei_udd_Image_2025,21,4
TPS_00469,25.046413,121.539141,3,taipei_udd_Image_2025,21,4
TPS_00470,25.04677,121.540522,3,taipei_udd_Image_2025,21,4
TPS_00471,25.04823,121.550638,3,taipei_udd_Image_2025,21,4
TPS_00472,25.047993,121.556279,3,taipei_udd_Image_2025,21,4
TPS_00473,25.054223,121.552157,3,taipei_udd_Image_2025,21,4
TPS_00474,25.054217,121.552871,3,taipei_udd_Image_2025,21,4
TPS_00475,25.053361,121.553713,3,taipei_udd_Image_2025,21,4
TPS_00476,25.056397,121.557176,3,taipei_udd_Image_2025,21,4
TPS_00477,25.034227,121.619131,3,taipei_udd_Image_2025,21,4
TPS_00478,25.058799,121.562898,3,taipei_udd_Image_2025,21,4
TPS_00479,25.058985,121.563942,3,taipei_udd_Image_2025,21,4
TPS_00480,25.05935,121.563316,3,taipei_udd_Image_2025,21,4
TPS_00481,25.056767,121.561811,3,taipei_udd_Image_2025,21,4
TPS_00482,25.057404,121.577115,3,taipei_udd_Image_2025,21,4
TPS_00483,25.065897,121.565529,3,taipei_udd_Image_2025,21,4
TPS_00484,25.060658,121.567172,3,taipei_udd_Image_2025,21,4
TPS_00485,25.06434,121.539659,3,taipei_udd_Image_2025,21,4
TPS_00486,25.05363,121.516123,2,taipei_udd_Image_2025,21,4
TPS_00487,25.020129,121.522853,2,taipei_udd_Image_2025,21,4
TPS_00488,25.022301,121.526312,2,taipei_udd_Image_2025,21,4
TPS_00489,25.123845,121.46435,2,taipei_udd_Image_2025,21,4
TPS_00490,25.029789,121.515265,2,taipei_udd_Image_2025,21,4
TPS_00491,25.025681,121.516373,2,taipei_udd_Image_2025,21,4
TPS_00492,25.031911,121.514413,2,taipei_udd_Image_2025,21,4
TPS_00493,25.026719,121.51799,2,taipei_udd_Image_2025,21,4
TPS_00494,25.016935,121.533312,2,taipei_udd_Image_2025,21,4
TPS_00495,25.043458,121.518888,2,taipei_udd_Image_2025,21,4
TPS_00496,25.021173,121.527643,2,taipei_udd_Image_2025,21,4
TPS_00497,25.053072,121.615257,2,taipei_udd_Image_2025,21,4
TPS_00498,25.078516,121.579585,2,taipei_udd_Image_2025,21,4
TPS_00499,25.082385,121.565518,2,taipei_udd_Image_2025,21,4
TPS_00500,25.082103,121.569087,2,taipei_udd_Image_2025,21,4
TPS_00501,25.067492,121.574683,2,taipei_udd_Image_2025,21,4
TPS_00502,25.12288,121.471439,2,taipei_udd_Image_2025,21,4
TPS_00503,25.080772,121.522438,2,taipei_udd_Image_2025,21,4
TPS_00504,25.026594,121.528513,2,taipei_udd_Image_2025,21,4
TPS_00505,25.077797,121.528999,2,taipei_udd_Image_2025,21,4
TPS_00506,25.040843,121.529194,2,taipei_udd_Image_2025,21,4
TPS_00507,25.002209,121.538874,2,taipei_udd_Image_2025,21,4
TPS_00508,24.999666,121.539894,2,taipei_udd_Image_2025,21,4
TPS_00509,24.995959,121.541148,2,taipei_udd_Image_2025,21,4
TPS_00510,25.094411,121.521906,2,taipei_udd_Image_2025,21,4
TPS_00511,25.106467,121.524897,2,taipei_udd_Image_2025,21,4
TPS_00512,25.110369,121.52552,2,taipei_udd_Image_2025,21,4
TPS_00513,25.111774,121.525998,2,taipei_udd_Image_2025,21,4
TPS_00514,25.112416,121.531071,2,taipei_udd_Image_2025,21,4
TPS_00515,25.108391,121.53032,2,taipei_udd_Image_2025,21,4
TPS_00516,25.10223,121.524695,2,taipei_udd_Image_2025,21,4
TPS_00517,25.118881,121.530538,2,taipei_udd_Image_2025,21,4
TPS_00518,25.047072,121.518012,2,taipei_udd_Image_2025,21,4
TPS_00519,25.082204,121.566919,2,taipei_udd_Image_2025,21,4
TPS_00520,25.082178,121.578236,2,taipei_udd_Image_2025,21,4
TPS_00521,25.081548,121.570878,2,taipei_udd_Image_2025,21,4
TPS_00522,25.078068,121.57601,2,taipei_udd_Image_2025,21,4
TPS_00523,25.082137,121.568387,2,taipei_udd_Image_2025,21,4
TPS_00524,25.080755,121.577846,2,taipei_udd_Image_2025,21,4
TPS_00525,25.07988,121.547118,2,taipei_udd_Image_2025,21,4
TPS_00526,25.080502,121.548171,2,taipei_udd_Image_2025,21,4
TPS_00527,25.08288,121.549013,2,taipei_udd_Image_2025,21,4
TPS_00528,25.084828,121.558442,2,taipei_udd_Image_2025,21,4
TPS_00529,24.99109,121.558906,2,taipei_udd_Image_2025,21,4
TPS_00530,25.097966,121.546544,2,taipei_udd_Image_2025,21,4
TPS_00531,25.02635,121.531603,2,taipei_udd_Image_2025,21,4
TPS_00532,25.155357,121.546018,2,taipei_udd_Image_2025,21,4
TPS_00533,25.080043,121.56183,2,taipei_udd_Image_2025,21,4
TPS_00534,25.079908,121.56021,2,taipei_udd_Image_2025,21,4
TPS_00535,25.085699,121.55278,2,taipei_udd_Image_2025,21,4
TPS_00536,25.068775,121.584317,2,taipei_udd_Image_2025,21,4
TPS_00537,25.07998,121.553231,2,taipei_udd_Image_2025,21,4
TPS_00538,25.079969,121.554397,2,taipei_udd_Image_2025,21,4
TPS_00539,25.08271,121.55115,2,taipei_udd_Image_2025,21,4
TPS_00540,25.079928,121.558505,2,taipei_udd_Image_2025,21,4
TPS_00541,24.975961,121.55541,2,taipei_udd_Image_2025,21,4
TPS_00542,25.028181,121.49523,2,taipei_udd_Image_2025,21,4
TPS_00543,25.000177,121.566728,2,taipei_udd_Image_2025,21,4
TPS_00544,24.987813,121.552329,2,taipei_udd_Image_2025,21,4
TPS_00545,25.123264,121.499241,2,taipei_udd_Image_2025,21,4
TPS_00546,25.131378,121.496225,2,taipei_udd_Image_2025,21,4
TPS_00547,25.126171,121.500592,2,taipei_udd_Image_2025,21,4
TPS_00548,25.126686,121.503538,2,taipei_udd_Image_2025,21,4
TPS_00549,25.036083,121.543665,2,taipei_udd_Image_2025,21,4
TPS_00550,25.119532,121.501489,2,taipei_udd_Image_2025,21,4
TPS_00551,25.152358,121.547179,2,taipei_udd_Image_2025,21,4
TPS_00552,25.032939,121.518126,2,taipei_udd_Image_2025,21,4
TPS_00553,25.079522,121.541263,2,taipei_udd_Image_2025,21,4
TPS_00554,25.027548,121.512834,2,taipei_udd_Image_2025,21,4
TPS_00555,25.031231,121.506753,2,taipei_udd_Image_2025,21,4
TPS_00556,25.01872,121.533701,2,taipei_udd_Image_2025,21,4
TPS_00557,25.137237,121.503888,2,taipei_udd_Image_2025,21,4
TPS_00558,25.148973,121.549393,2,taipei_udd_Image_2025,21,4
TPS_00559,25.026445,121.530423,2,taipei_udd_Image_2025,21,4
TPS_00560,25.101914,121.522962,2,taipei_udd_Image_2025,21,4
TPS_00561,25.103282,121.519622,2,taipei_udd_Image_2025,21,4
TPS_00562,25.101869,121.52246,2,taipei_udd_Image_2025,21,4
TPS_00563,25.116548,121.534137,2,taipei_udd_Image_2025,21,4
TPS_00564,25.115209,121.527819,2,taipei_udd_Image_2025,21,4
TPS_00565,25.116424,121.528575,2,taipei_udd_Image_2025,21,4
TPS_00566,25.123043,121.532127,2,taipei_udd_Image_2025,21,4
TPS_00567,25.118026,121.531725,2,taipei_udd_Image_2025,21,4
TPS_00568,25.050618,121.513641,2,taipei_udd_Image_2025,21,4
TPS_00569,25.084126,121.54932,2,taipei_udd_Image_2025,21,4
TPS_00570,25.112116,121.558671,2,taipei_udd_Image_2025,21,4
TPS_00571,25.035121,121.543644,2,taipei_udd_Image_2025,21,4
TPS_00572,25.034668,121.552507,2,taipei_udd_Image_2025,21,4
TPS_00573,25.034273,121.552499,2,taipei_udd_Image_2025,21,4
TPS_00574,25.035419,121.552526,2,taipei_udd_Image_2025,21,4
TPS_00575,25.033211,121.551609,2,taipei_udd_Image_2025,21,4
TPS_00576,25.036214,121.552495,2,taipei_udd_Image_2025,21,4
TPS_00577,25.03982,121.543745,2,taipei_udd_Image_2025,21,4
TPS_00578,25.041566,121.54721,2,taipei_udd_Image_2025,21,4
TPS_00579,25.041587,121.546141,2,taipei_udd_Image_2025,21,4
TPS_00580,25.04438,121.553769,2,taipei_udd_Image_2025,21,4
TPS_00581,25.042575,121.554182,2,taipei_udd_Image_2025,21,4
TPS_00582,25.041411,121.55449,2,taipei_udd_Image_2025,21,4
TPS_00583,25.041444,121.552978,2,taipei_udd_Image_2025,21,4
TPS_00584,25.043822,121.536885,2,taipei_udd_Image_2025,21,4
TPS_00585,25.035433,121.557534,2,taipei_udd_Image_2025,21,4
TPS_00586,25.036507,121.557558,2,taipei_udd_Image_2025,21,4
TPS_00587,25.029204,121.543525,2,taipei_udd_Image_2025,21,4
TPS_00588,25.028402,121.543508,2,taipei_udd_Image_2025,21,4
TPS_00589,25.030935,121.552428,2,taipei_udd_Image_2025,21,4
TPS_00590,25.031081,121.543562,2,taipei_udd_Image_2025,21,4
TPS_00591,25.029062,121.55083,2,taipei_udd_Image_2025,21,4
TPS_00592,25.031986,121.558954,2,taipei_udd_Image_2025,21,4
TPS_00593,25.032136,121.557442,2,taipei_udd_Image_2025,21,4
TPS_00594,25.029816,121.551661,2,taipei_udd_Image_2025,21,4
TPS_00595,25.032636,121.551591,2,taipei_udd_Image_2025,21,4
TPS_00596,25.032626,121.552466,2,taipei_udd_Image_2025,21,4
TPS_00597,25.028055,121.549831,2,taipei_udd_Image_2025,21,4
TPS_00598,25.044896,121.556687,2,taipei_udd_Image_2025,21,4
TPS_00599,25.046656,121.557785,2,taipei_udd_Image_2025,21,4
TPS_00600,25.041672,121.539708,2,taipei_udd_Image_2025,21,4
TPS_00601,25.04477,121.536362,2,taipei_udd_Image_2025,21,4
TPS_00602,25.041197,121.562659,2,taipei_udd_Image_2025,21,4
TPS_00603,25.032902,121.565416,2,taipei_udd_Image_2025,21,4
TPS_00604,25.034244,121.557507,2,taipei_udd_Image_2025,21,4
TPS_00605,25.04123,121.561584,2,taipei_udd_Image_2025,21,4
TPS_00606,25.035829,121.568378,2,taipei_udd_Image_2025,21,4
TPS_00607,25.049149,121.557835,2,taipei_udd_Image_2025,21,4
TPS_00608,25.045102,121.546125,2,taipei_udd_Image_2025,21,4
TPS_00609,25.062393,121.536801,2,taipei_udd_Image_2025,21,4
TPS_00610,25.065399,121.536231,2,taipei_udd_Image_2025,21,4
TPS_00611,25.062385,121.537253,2,taipei_udd_Image_2025,21,4
TPS_00612,25.025623,121.537916,2,taipei_udd_Image_2025,21,4
TPS_00613,25.025687,121.537464,2,taipei_udd_Image_2025,21,4
TPS_00614,25.029852,121.543537,2,taipei_udd_Image_2025,21,4
TPS_00615,25.022678,121.543379,2,taipei_udd_Image_2025,21,4
TPS_00616,25.027771,121.543494,2,taipei_udd_Image_2025,21,4
TPS_00617,25.026525,121.543464,2,taipei_udd_Image_2025,21,4
TPS_00618,25.024784,121.545109,2,taipei_udd_Image_2025,21,4
TPS_00619,25.024691,121.546706,2,taipei_udd_Image_2025,21,4
TPS_00620,25.025493,121.538852,2,taipei_udd_Image_2025,21,4
TPS_00621,25.025104,121.541772,2,taipei_udd_Image_2025,21,4
TPS_00622,25.025304,121.540269,2,taipei_udd_Image_2025,21,4
TPS_00623,25.052006,121.536539,2,taipei_udd_Image_2025,21,4
TPS_00624,25.051995,121.537025,2,taipei_udd_Image_2025,21,4
TPS_00625,25.051926,121.540463,2,taipei_udd_Image_2025,21,4
TPS_00626,25.051885,121.542059,2,taipei_udd_Image_2025,21,4
TPS_00627,25.057894,121.536715,2,taipei_udd_Image_2025,21,4
TPS_00628,25.057897,121.537154,2,taipei_udd_Image_2025,21,4
TPS_00629,25.048256,121.543948,2,taipei_udd_Image_2025,21,4
TPS_00630,25.027237,121.56647,2,taipei_udd_Image_2025,21,4
TPS_00631,25.028509,121.568342,2,taipei_udd_Image_2025,21,4
TPS_00632,25.02562,121.556869,2,taipei_udd_Image_2025,21,4
TPS_00633,25.031908,121.568297,2,taipei_udd_Image_2025,21,4
TPS_00634,25.026661,121.568366,2,taipei_udd_Image_2025,21,4
TPS_00635,25.040971,121.571932,2,taipei_udd_Image_2025,21,4
TPS_00636,25.039076,121.56844,2,taipei_udd_Image_2025,21,4
TPS_00637,25.026133,121.550022,2,taipei_udd_Image_2025,21,4
TPS_00638,25.026659,121.551709,2,taipei_udd_Image_2025,21,4
TPS_00639,25.025875,121.552002,2,taipei_udd_Image_2025,21,4
TPS_00640,25.025386,121.550174,2,taipei_udd_Image_2025,21,4
TPS_00641,25.02303,121.55393,2,taipei_udd_Image_2025,21,4
TPS_00642,25.027393,121.555974,2,taipei_udd_Image_2025,21,4
TPS_00643,25.019555,121.529389,2,taipei_udd_Image_2025,21,4
TPS_00644,25.019867,121.529082,2,taipei_udd_Image_2025,21,4
TPS_00645,25.020865,121.525734,2,taipei_udd_Image_2025,21,4
TPS_00646,25.022244,121.534423,2,taipei_udd_Image_2025,21,4
TPS_00647,25.05786,121.539178,2,taipei_udd_Image_2025,21,4
TPS_00648,25.057833,121.54066,2,taipei_udd_Image_2025,21,4
TPS_00649,25.058024,121.548975,2,taipei_udd_Image_2025,21,4
TPS_00650,25.054571,121.544098,2,taipei_udd_Image_2025,21,4
TPS_00651,25.053309,121.544076,2,taipei_udd_Image_2025,21,4
TPS_00652,25.057806,121.542166,2,taipei_udd_Image_2025,21,4
TPS_00653,25.036236,121.578479,2,taipei_udd_Image_2025,21,4
TPS_00654,25.040897,121.575379,2,taipei_udd_Image_2025,21,4
TPS_00655,25.040823,121.576967,2,taipei_udd_Image_2025,21,4
TPS_00656,25.039571,121.577854,2,taipei_udd_Image_2025,21,4
TPS_00657,25.040926,121.574031,2,taipei_udd_Image_2025,21,4
TPS_00658,25.036109,121.577934,2,taipei_udd_Image_2025,21,4
TPS_00659,25.035261,121.576846,2,taipei_udd_Image_2025,21,4
TPS_00660,25.037448,121.574842,2,taipei_udd_Image_2025,21,4
TPS_00661,25.03416,121.575359,2,taipei_udd_Image_2025,21,4
TPS_00662,25.041528,121.579218,2,taipei_udd_Image_2025,21,4
TPS_00663,25.068292,121.530462,2,taipei_udd_Image_2025,21,4
TPS_00664,25.068515,121.519939,2,taipei_udd_Image_2025,21,4
TPS_00665,25.052058,121.530091,2,taipei_udd_Image_2025,21,4
TPS_00666,25.022363,121.554643,2,taipei_udd_Image_2025,21,4
TPS_00667,25.020564,121.556598,2,taipei_udd_Image_2025,21,4
TPS_00668,25.019674,121.557525,2,taipei_udd_Image_2025,21,4
TPS_00669,25.018162,121.559168,2,taipei_udd_Image_2025,21,4
TPS_00670,25.015746,121.560917,2,taipei_udd_Image_2025,21,4
TPS_00671,25.021529,121.555543,2,taipei_udd_Image_2025,21,4
TPS_00672,25.018833,121.558431,2,taipei_udd_Image_2025,21,4
TPS_00673,25.024092,121.555662,2,taipei_udd_Image_2025,21,4
TPS_00674,25.022386,121.550301,2,taipei_udd_Image_2025,21,4
TPS_00675,25.019306,121.546835,2,taipei_udd_Image_2025,21,4
TPS_00676,25.015763,121.542569,2,taipei_udd_Image_2025,21,4
TPS_00677,25.057958,121.531766,2,taipei_udd_Image_2025,21,4
TPS_00678,25.06253,121.531746,2,taipei_udd_Image_2025,21,4
TPS_00679,25.062441,121.534931,2,taipei_udd_Image_2025,21,4
TPS_00680,25.035083,121.527393,2,taipei_udd_Image_2025,21,4
TPS_00681,25.072173,121.509134,2,taipei_udd_Image_2025,21,4
TPS_00682,25.076505,121.512029,2,taipei_udd_Image_2025,21,4
TPS_00683,25.081093,121.513101,2,taipei_udd_Image_2025,21,4
TPS_00684,25.071917,121.51861,2,taipei_udd_Image_2025,21,4
TPS_00685,25.065893,121.515875,2,taipei_udd_Image_2025,21,4
TPS_00686,25.072921,121.513814,2,taipei_udd_Image_2025,21,4
TPS_00687,25.070543,121.518458,2,taipei_udd_Image_2025,21,4
TPS_00688,25.082194,121.523133,2,taipei_udd_Image_2025,21,4
TPS_00689,25.070518,121.513778,2,taipei_udd_Image_2025,21,4
TPS_00690,25.067293,121.518385,2,taipei_udd_Image_2025,21,4
TPS_00691,25.073964,121.519672,2,taipei_udd_Image_2025,21,4
TPS_00692,25.073047,121.519125,2,taipei_udd_Image_2025,21,4
TPS_00693,25.058274,121.555235,2,taipei_udd_Image_2025,21,4
TPS_00694,25.058408,121.557027,2,taipei_udd_Image_2025,21,4
TPS_00695,25.058061,121.552931,2,taipei_udd_Image_2025,21,4
TPS_00696,25.056885,121.563594,2,taipei_udd_Image_2025,21,4
TPS_00697,25.066782,121.528008,2,taipei_udd_Image_2025,21,4
TPS_00698,25.062591,121.528999,2,taipei_udd_Image_2025,21,4
TPS_00699,25.054905,121.52755,2,taipei_udd_Image_2025,21,4
TPS_00700,25.048461,121.53297,2,taipei_udd_Image_2025,21,4
TPS_00701,25.059911,121.563323,2,taipei_udd_Image_2025,21,4
TPS_00702,25.061738,121.566392,2,taipei_udd_Image_2025,21,4
TPS_00703,25.060908,121.563232,2,taipei_udd_Image_2025,21,4
TPS_00704,25.059053,121.565937,2,taipei_udd_Image_2025,21,4
TPS_00705,25.057431,121.563545,2,taipei_udd_Image_2025,21,4
TPS_00706,25.044379,121.532913,2,taipei_udd_Image_2025,21,4
TPS_00707,25.043367,121.528985,2,taipei_udd_Image_2025,21,4
TPS_00708,25.042895,121.530741,2,taipei_udd_Image_2025,21,4
TPS_00709,25.060351,121.527857,2,taipei_udd_Image_2025,21,4
TPS_00710,25.054822,121.518192,2,taipei_udd_Image_2025,21,4
TPS_00711,25.06293,121.511212,2,taipei_udd_Image_2025,21,4
TPS_00712,25.056991,121.513775,2,taipei_udd_Image_2025,21,4
TPS_00713,25.047101,121.532948,2,taipei_udd_Image_2025,21,4
TPS_00714,25.050196,121.532997,2,taipei_udd_Image_2025,21,4
TPS_00715,25.052049,121.531506,2,taipei_udd_Image_2025,21,4
TPS_00716,25.05202,121.534793,2,taipei_udd_Image_2025,21,4
TPS_00717,25.058748,121.561571,2,taipei_udd_Image_2025,21,4
TPS_00718,25.05866,121.560525,2,taipei_udd_Image_2025,21,4
TPS_00719,25.051488,121.560791,2,taipei_udd_Image_2025,21,4
TPS_00720,25.049348,121.572234,2,taipei_udd_Image_2025,21,4
TPS_00721,25.045699,121.568841,2,taipei_udd_Image_2025,21,4
TPS_00722,25.045599,121.572099,2,taipei_udd_Image_2025,21,4
TPS_00723,25.046874,121.572145,2,taipei_udd_Image_2025,21,4
TPS_00724,25.048074,121.522505,2,taipei_udd_Image_2025,21,4
TPS_00725,25.045379,121.519584,2,taipei_udd_Image_2025,21,4
TPS_00726,25.044705,121.523201,2,taipei_udd_Image_2025,21,4
TPS_00727,25.044916,121.523505,2,taipei_udd_Image_2025,21,4
TPS_00728,25.047941,121.524343,2,taipei_udd_Image_2025,21,4
TPS_00729,25.050893,121.51704,2,taipei_udd_Image_2025,21,4
TPS_00730,25.047661,121.524075,2,taipei_udd_Image_2025,21,4
TPS_00731,25.037999,121.583792,2,taipei_udd_Image_2025,21,4
TPS_00732,25.037156,121.581493,2,taipei_udd_Image_2025,21,4
TPS_00733,25.041008,121.570159,2,taipei_udd_Image_2025,21,4
TPS_00734,25.049276,121.576001,2,taipei_udd_Image_2025,21,4
TPS_00735,25.048417,121.575998,2,taipei_udd_Image_2025,21,4
TPS_00736,25.050022,121.575985,2,taipei_udd_Image_2025,21,4
TPS_00737,25.044318,121.577813,2,taipei_udd_Image_2025,21,4
TPS_00738,25.045534,121.574188,2,taipei_udd_Image_2025,21,4
TPS_00739,25.044649,121.572064,2,taipei_udd_Image_2025,21,4
TPS_00740,25.044425,121.568817,2,taipei_udd_Image_2025,21,4
TPS_00741,25.045513,121.575482,2,taipei_udd_Image_2025,21,4
TPS_00742,25.047647,121.580499,2,taipei_udd_Image_2025,21,4
TPS_00743,25.048117,121.579234,2,taipei_udd_Image_2025,21,4
TPS_00744,25.050372,121.579667,2,taipei_udd_Image_2025,21,4
TPS_00745,25.046482,121.580672,2,taipei_udd_Image_2025,21,4
TPS_00746,25.046645,121.577799,2,taipei_udd_Image_2025,21,4
TPS_00747,25.045471,121.57701,2,taipei_udd_Image_2025,21,4
TPS_00748,25.051493,121.580037,2,taipei_udd_Image_2025,21,4
TPS_00749,25.048917,121.580108,2,taipei_udd_Image_2025,21,4
TPS_00750,25.065998,121.578809,2,taipei_udd_Image_2025,21,4
TPS_00751,25.066978,121.581323,2,taipei_udd_Image_2025,21,4
TPS_00752,25.063546,121.576716,2,taipei_udd_Image_2025,21,4
TPS_00753,25.065626,121.575174,2,taipei_udd_Image_2025,21,4
TPS_00754,25.065949,121.574997,2,taipei_udd_Image_2025,21,4
TPS_00755,25.051531,121.582562,2,taipei_udd_Image_2025,21,4
TPS_00756,25.072529,121.538509,2,taipei_udd_Image_2025,21,4
TPS_00757,25.058506,121.558361,2,taipei_udd_Image_2025,21,4
TPS_00758,25.057987,121.552105,2,taipei_udd_Image_2025,21,4
TPS_00759,25.00201,121.581047,2,taipei_udd_Image_2025,21,4
TPS_00760,25.001825,121.597327,2,taipei_udd_Image_2025,21,4
TPS_00761,25.028312,121.534508,2,taipei_udd_Image_2025,21,4
TPS_00762,25.028888,121.526319,2,taipei_udd_Image_2025,21,4
TPS_00763,25.033016,121.527086,2,taipei_udd_Image_2025,21,4
TPS_00764,25.03019,121.526571,2,taipei_udd_Image_2025,21,4
TPS_00765,25.026319,121.531984,2,taipei_udd_Image_2025,21,4
TPS_00766,25.084137,121.525468,2,taipei_udd_Image_2025,21,4
TPS_00767,25.088835,121.52154,2,taipei_udd_Image_2025,21,4
TPS_00768,25.086728,121.509288,2,taipei_udd_Image_2025,21,4
TPS_00769,25.094652,121.497341,2,taipei_udd_Image_2025,21,4
TPS_00770,25.089547,121.506813,2,taipei_udd_Image_2025,21,4
TPS_00771,25.056876,121.508238,2,taipei_udd_Image_2025,21,4
TPS_00772,25.051569,121.513915,2,taipei_udd_Image_2025,21,4
TPS_00773,25.049883,121.511976,2,taipei_udd_Image_2025,21,4
